{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 33, :program (:string_parse_to_chars :string_remove_char "A" :string_eq :integer_eq :string_concat :string_eq 0 true false :boolean_and :string_contains_char false :string_contains :string_contains_char :string_remove_char :string_length 1 false "" 0 :string_remove_char 0 false "A" 0 :string_replace_char :string_contains_char 1 :string_length :string_occurencesof_char :string_drop :string_parse_to_chars :string_indexof_char "T" "G" :string_length :string_contains "" "T" :in1 :string_from_char :string_contains "A" :boolean_and :string_rest :string_rest :in1 :string_rest :in1), :runtime (0.003207227999999998 0.0032701799999999984 0.0032037400000000022 0.003169364 0.003325664 0.0031724880000000007 0.003194812), :total-error 0, :amalgamated-error 0.022543476}
{:generation 34, :program (:integer_eq :string_contains_char :string_length false :string_eq :string_contains :string_eq :string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :boolean_and :string_butlast :string_butlast :string_remove_char :string_indexof_char :integer_mult :string_remove_char 1 :string_drop :string_indexof_char :string_indexof_char :boolean_not :integer_add :boolean_eq :string_rest false :string_eq 1 :boolean_or :integer_quot :string_take 0 :string_length :string_indexof_char :string_nth :string_contains :string_concat "T" :string_replace_char :boolean_not :string_eq :integer_mult false :string_indexof_char true "T" :in1 :string_contains), :runtime (0.0033133760000000007 0.003301607999999997 0.0033033239999999994 0.011743295999999993 0.0032490039999999993 0.003248152000000002 0.0033130600000000014), :total-error 0, :amalgamated-error 0.03147181999999999}
{:generation 35, :program (0 :exec_if (:string_drop :integer_subtract :string_concat :string_concat :string_drop :boolean_and 1 :string_contains_char :string_concat :string_replace_char :string_concat :string_length :integer_mult :string_replace_char "A" :string_indexof_char :string_butlast :string_length 1 0 "" 0 :string_nth :string_rest :integer_subtract 1 :string_length :string_eq :string_replace_char :string_eq :string_eq "T" 1 :boolean_or false :in1 :boolean_eq :integer_mult :exec_dup (:string_rest "T" :exec_dup (:string_contains_char "T" :in1 :string_contains))) ()), :runtime (0.003253639999999998 0.0032097439999999996 0.0032487399999999987 0.003271543999999998 0.0032365400000000004 0.0032220039999999992 0.0032722039999999986), :total-error 0, :amalgamated-error 0.02271441599999999}
{:generation 36, :program (true :string_eq :boolean_eq :integer_eq :integer_mult :string_contains_char "A" :boolean_and :boolean_eq :string_length :boolean_or :string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_subtract :string_parse_to_chars :string_rest :integer_eq :string_reverse :string_remove_char 1 1 :string_remove_char :string_drop :string_eq :string_reverse :integer_quot :integer_mult :string_length :integer_mult :integer_add :boolean_and "T" :boolean_or :string_contains :string_contains :string_length :boolean_not :integer_quot :string_replace_char "G" "" 0 0 :string_replace_char :string_length :in1 :boolean_and true :string_take :string_length "T" :in1 :string_contains :in1 :string_replace_char), :runtime (0.0032217880000000023 0.003287104 0.003330359999999999 0.0032410359999999992 0.003250864 0.003287228 0.0032203000000000006), :total-error 0, :amalgamated-error 0.02283868}
{:generation 37, :program (:integer_subtract :string_eq :string_length :exec_dup ("A" :string_from_char :string_iterate (:string_rest :string_eq "A" "G" :integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_from_char :string_from_char "A" :string_rest 0 :integer_mult :string_remove_char :in1 :string_contains_char :integer_mult "C" :integer_add 0 :boolean_not "T" :integer_mult :boolean_not 1 "" "T" :string_eq :string_parse_to_chars :integer_eq) "T" 0 :string_occurencesof_char :in1 :string_contains :string_contains_char :string_parse_to_chars "G")), :runtime (0.0032526759999999973 0.0032003 0.0032432800000000003 0.0031831280000000016 0.003166032000000001 0.0032545200000000003 0.0032794359999999993), :total-error 0, :amalgamated-error 0.022579372}
{:generation 38, :program (:integer_eq :string_length :boolean_eq :string_butlast :string_concat :string_from_char :exec_dup (:string_butlast :boolean_not :string_butlast :string_indexof_char :boolean_and :string_indexof_char :string_from_char) :integer_quot :string_rest :string_occurencesof_char false :string_indexof_char :boolean_not :boolean_eq false :string_from_char :string_reverse :integer_quot :string_take :boolean_eq :string_take :integer_add :string_length :string_nth :integer_mult :string_nth 0 :string_replace_char :string_from_char :integer_add :string_iterate (:integer_mult "T" :string_replace_char true) :string_contains :string_nth :string_take :string_length :string_butlast false "" "T" :boolean_eq :in1 :string_contains :integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ"), :runtime (0.0032078440000000022 0.0032396359999999997 0.003243704 0.068574332 0.003202532 0.003123152 0.003292696), :total-error 0, :amalgamated-error 0.087883896}
{:generation 39, :program (:integer_add :string_contains :integer_mult :string_contains false :exec_if (:boolean_and true :string_parse_to_chars :integer_subtract "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" false :string_eq :string_parse_to_chars) (0 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_concat :string_drop :string_remove_char "" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_mult :string_eq :string_contains_char 0 :in1 "C" "" :boolean_and :string_length :string_eq 1 "T" "" :string_drop :boolean_not :boolean_eq :integer_mult :string_occurencesof_char :string_replace_char 0 "T" :integer_mult :string_occurencesof_char :exec_dup (:string_length :string_concat :boolean_or :string_from_char :in1 :string_butlast :exec_dup (:boolean_eq) :string_contains_char :integer_mult false :in1 1 "T" :in1 :string_contains :string_reverse))), :runtime (0.003282868 0.003327231999999999 0.003291683999999999 0.0031255680000000004 0.051219395999999986 0.0033463639999999984 0.003293744), :total-error 0, :amalgamated-error 0.070886856}
{:generation 40, :program (:boolean_eq :string_contains :exec_dup (:string_take 0 :boolean_eq :string_remove_char :string_eq) :string_nth :boolean_and :string_remove_char :integer_subtract false :boolean_and :string_parse_to_chars 1 :string_take :string_butlast :string_length :string_indexof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :boolean_or :string_contains :integer_mult :exec_dup (:string_rest :string_from_char :string_contains :in1 :string_replace_char :string_replace_char "T" :in1 :string_contains :string_iterate (:integer_mult))), :runtime (0.003156087999999999 0.003213803999999998 0.003146236000000001 0.0032080680000000027 0.0032649359999999995 0.0032406119999999995 0.0031122840000000008), :total-error 0, :amalgamated-error 0.022342028000000003}
{:generation 41, :program (:string_contains_char :string_contains :string_concat :integer_eq false :exec_if (:boolean_and true "G" "" :string_parse_to_chars :integer_subtract :string_butlast :string_contains "G" :string_eq :string_parse_to_chars) ("A" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_eq :string_remove_char :integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_from_char :string_remove_char :string_eq :boolean_eq 0 :in1 "C" "" :boolean_and :string_length :integer_mult "" "T" :string_eq :string_butlast "A" :integer_mult :string_occurencesof_char "G" 0 :string_parse_to_chars :integer_mult :boolean_eq :in1 :string_length "G" :string_concat :string_replace_char :string_from_char :string_drop :in1 :boolean_not) :string_contains_char :integer_mult :in1 1 "T" :in1 :string_contains), :runtime (0.0032156080000000004 0.0032430519999999997 0.0032207280000000017 0.0032467199999999994 0.0033925120000000007 0.00323918 0.003155211999999999), :total-error 0, :amalgamated-error 0.022713012}
{:generation 42, :program (:integer_eq :string_contains :boolean_and true "" :boolean_eq false :integer_subtract :integer_subtract :integer_subtract "C" false :string_concat :string_iterate (:string_parse_to_chars) 0 :integer_add "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_drop :boolean_and :string_remove_char "G" :integer_mult 1 :boolean_or "C" :string_eq :string_reverse false :string_indexof_char "T" "" :string_drop :boolean_eq :integer_mult "" :exec_dup (:string_contains 0 "T" :in1 :boolean_or :in1 :string_butlast :string_contains_char false :in1 1 "T" :boolean_and :in1 :string_contains)), :runtime (0.003267475999999998 0.0032314519999999984 0.0032235239999999993 0.0033271040000000017 0.0032834480000000013 0.003265547999999999 0.0032471639999999977), :total-error 0, :amalgamated-error 0.022845715999999995}
{:generation 43, :program (:string_contains_char 0 :string_from_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_butlast :string_indexof_char :integer_eq :string_parse_to_chars :string_nth :integer_quot :boolean_or :string_parse_to_chars :boolean_eq :integer_subtract :boolean_not :exec_if (false :integer_quot :string_take :boolean_and "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :string_concat :string_eq :in1 "A" :string_replace_char :string_length :string_length :string_take :string_eq 1 :string_replace_char :boolean_and :string_remove_char :string_reverse :integer_eq "T" :in1 :string_contains :string_nth :string_length "" :in1 :exec_dup (:string_remove_char)) ()), :runtime (0.0018341400000000006 0.003241587999999999 0.035427792 0.003174236000000001 0.0032929919999999994 0.003184071999999999 0.0032359439999999993), :total-error 0, :amalgamated-error 0.053390764}
{:generation 44, :program (:string_rest :string_contains_char :boolean_and :integer_mult :integer_mult :string_contains :string_contains_char :integer_subtract :string_remove_char :string_reverse :string_parse_to_chars true :integer_mult "T" :integer_mult :string_length :integer_mult "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_eq :string_concat :integer_add :integer_quot :string_eq :boolean_and "A" :string_contains_char :string_drop :string_indexof_char :integer_quot "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains "T" :string_eq :string_butlast :boolean_not :integer_eq :string_rest :string_contains :exec_dup (:string_occurencesof_char :string_contains :string_nth :boolean_eq "T" :integer_eq :string_nth :string_take "T" :string_take) "T" :in1 :string_contains), :runtime (0.0032808120000000023 0.003190311999999999 0.0032619159999999975 0.003232455999999999 0.003221327999999998 0.003271123999999999 0.03429231999999995), :total-error 0, :amalgamated-error 0.05375026799999995}
{:generation 45, :program (:integer_subtract :string_replace_char :boolean_or :string_contains :string_contains :string_take :integer_eq :string_parse_to_chars :boolean_or :string_nth :integer_subtract :boolean_and :integer_mult false false :string_contains_char :boolean_and :boolean_not :boolean_not :integer_quot :string_concat :integer_quot :string_take :string_occurencesof_char :string_parse_to_chars :integer_mult :string_occurencesof_char "C" :boolean_or "T" 1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :in1 "T" :string_drop :integer_eq :boolean_or :string_contains_char :string_length :string_contains :string_drop false "T" "T" :string_nth :string_reverse true :in1 :string_contains :integer_mult :in1 :string_contains), :runtime (0.003188236 0.003229532000000001 0.003209336 0.003231476 0.0032122639999999985 0.00318594 0.003224579999999999), :total-error 0, :amalgamated-error 0.022481363999999997}
{:generation 46, :program (:boolean_not :string_parse_to_chars :boolean_not 0 :string_eq :string_length 0 :string_from_char 1 0 :integer_subtract false :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_eq :in1 :string_butlast :string_eq :integer_quot :string_reverse :integer_add :string_length :string_length :boolean_or :string_length "" :string_indexof_char :boolean_and :boolean_and :exec_dup (true :string_contains :boolean_not "" :in1 false :string_eq false :string_length "T" "T") :string_replace_char :exec_dup ("T" :string_take :boolean_or :string_take "A" "T" :in1 :string_contains)), :runtime (0.0033892400000000017 0.0032223960000000024 0.003239744 0.003152251999999998 0.003207516 0.0031687399999999985 0.003142799999999999), :total-error 0, :amalgamated-error 0.022522688}
{:generation 47, :program (:string_contains_char :integer_eq :integer_subtract :string_eq "A" :string_rest :string_replace_char :string_concat :exec_dup (:string_contains :string_nth :string_from_char :string_occurencesof_char :integer_mult true) :string_reverse true 0 :integer_quot :integer_mult :string_drop "G" 1 1 :integer_quot :string_from_char :string_indexof_char :string_iterate (:string_from_char :string_indexof_char :string_reverse :string_length :boolean_eq :integer_add :string_contains_char :string_take :boolean_not :string_occurencesof_char :string_rest :string_length 0 1) :integer_add :string_contains 0 "T" 1 :string_rest false :string_replace_char :in1 :string_nth :string_replace_char false "T" :string_occurencesof_char "T" :string_contains 0 :boolean_and :in1 "T" :in1 :string_contains "T" :in1 :string_contains :string_iterate ()), :runtime (0.003203728000000002 0.003235352 0.003167671999999999 0.0031977919999999988 0.003243035999999999 0.003230596000000001 0.0031865999999999986), :total-error 0, :amalgamated-error 0.022464775999999995}
{:generation 48, :program (:string_rest "C" :string_parse_to_chars "T" :integer_subtract :integer_eq :boolean_eq :string_replace_char :string_parse_to_chars :string_reverse "A" "G" false :string_indexof_char :string_contains_char :boolean_and :string_iterate (:string_occurencesof_char :integer_add :string_eq false :boolean_not :string_contains_char :string_indexof_char :string_take) "T" 0 1 :string_concat :string_occurencesof_char 0 :string_contains :string_concat :string_remove_char :in1 :string_rest :string_length :string_reverse :string_eq :string_contains_char :integer_add false :in1 :in1 :string_contains "T" :in1 :string_take :string_contains "T" :string_take "T" :in1 :string_contains), :runtime (0.0032383760000000007 0.003220728000000001 0.0032804479999999987 0.0032717400000000004 0.003277863999999997 0.003192911999999999 0.0031504920000000004), :total-error 0, :amalgamated-error 0.02263256}
{:generation 49, :program (:string_contains_char :string_iterate (:exec_if (:string_eq 1 :string_from_char :string_parse_to_chars "A" 1 false :integer_mult :string_parse_to_chars "C" "A" :string_take :integer_eq :string_concat :string_rest :string_from_char :in1 :string_contains :integer_subtract "A" "T" :exec_dup (:boolean_eq :boolean_not 1 :string_reverse :string_length "T" :integer_mult :exec_dup (:boolean_not :string_contains :boolean_or :string_replace_char :boolean_and "T" :integer_quot :in1 :string_contains :string_drop :string_length :string_from_char "T" :string_contains :integer_add :in1 :string_contains :string_contains :string_butlast))) ())), :runtime (0.0032279359999999994 0.003279564000000001 0.003249872 0.0032145000000000016 0.0032467640000000005 0.003274704000000003 0.0018534320000000003), :total-error 0, :amalgamated-error 0.021346772000000007}
