{:generation 0, :program (:integer_mult :string_replace_char :exec_if (:boolean_not :string_contains :string_contains :boolean_and true :string_from_char :string_concat :integer_subtract "(" :string_eq true :string_take) (:string_replace_char :in1 :string_concat :string_remove_char :boolean_or :string_parse_to_chars :string_parse_to_chars "(" :boolean_eq :string_replace_char :string_rest :integer_quot :string_indexof_char :string_remove_char :string_contains :string_take :string_iterate (:integer_eq :boolean_and :string_occurencesof_char false :integer_quot :string_iterate (false :integer_subtract :string_remove_char :string_concat :integer_mult :string_drop :string_drop :exec_dup (:string_drop :exec_if (false :string_rest :integer_add 1 :in1) (:string_drop :integer_quot :string_reverse :string_reverse)))))), :runtime (0.0032428440000000017 0.003239211999999999 0.0031034320000000006 0.0019350280000000003 0.001873572 0.001903579999999999 0.0018570439999999989), :total-error 2, :amalgamated-error 2.017154712}
{:generation 180, :program (true :string_parse_to_chars :integer_subtract :string_occurencesof_char false :boolean_or :string_indexof_char :string_remove_char :boolean_or :string_remove_char false :string_concat :string_remove_char :string_drop :string_reverse :string_length :string_length 1 false :string_length :string_indexof_char :string_parse_to_chars :string_from_char :string_rest :string_indexof_char :string_contains :string_parse_to_chars :integer_mult "(" :in1 :string_remove_char :exec_dup (:string_butlast :string_eq :exec_dup ())), :runtime (0.0032094639999999974 0.0028360119999999997 0.0023631399999999997 0.0018281920000000008 0.0018340079999999992 0.0018732919999999993 0.0018323080000000006), :total-error 1, :amalgamated-error 1.015776416}
{:generation 181, :program (:string_iterate (:integer_eq false :integer_add :string_from_char :string_contains :boolean_or :string_eq :string_from_char :integer_eq :string_remove_char :exec_dup (:integer_subtract :boolean_and :exec_dup (:string_drop "(" :string_butlast :string_reverse :string_parse_to_chars :boolean_or :boolean_and "(" :string_remove_char :string_occurencesof_char :integer_mult :integer_add :integer_add "(" :string_replace_char :in1 :string_butlast :string_eq)))), :runtime (0.002095327999999999 0.001856675999999999 0.001829312 0.0018331599999999997 0.0018354199999999995 0.0018333959999999995 0.0018322880000000005), :total-error 1, :amalgamated-error 1.01311558}
{:generation 182, :program (:boolean_or :string_butlast false :string_occurencesof_char :string_contains_char :string_parse_to_chars :string_occurencesof_char false :string_replace_char :integer_subtract :integer_add :string_contains :string_from_char :boolean_not :string_drop :string_from_char :string_length :integer_add :string_reverse :string_drop :string_take :string_from_char false :boolean_and :string_reverse :boolean_not :integer_quot :string_concat :string_indexof_char :string_remove_char :boolean_not :string_contains_char :string_remove_char "(" :string_reverse :in1 :integer_mult :string_reverse "(" :in1 :string_indexof_char :string_butlast :string_eq :string_drop :string_butlast :integer_subtract :string_nth), :runtime (0.0032378440000000006 0.003246703999999999 0.002442620000000001 0.0018775759999999993 0.00189114 0.0018810039999999993 0.0018304359999999993), :total-error 1, :amalgamated-error 1.016407324}
{:generation 183, :program (:string_replace_char :string_contains_char :string_contains true :string_butlast false :string_iterate (:string_parse_to_chars :string_butlast :string_from_char :string_rest :string_reverse :boolean_not :string_rest :integer_quot :string_length :string_from_char false true :integer_quot :string_length :string_remove_char :in1 :string_concat true :integer_mult :boolean_eq :exec_dup (:string_from_char :integer_quot "(" :string_butlast :string_from_char :in1 :integer_mult) :string_take :boolean_and :integer_subtract :string_contains_char "(" :string_occurencesof_char :in1 :string_drop :string_butlast :string_eq :string_indexof_char)), :runtime (0.0018908879999999996 0.0018398919999999994 0.001826548 0.0018313679999999999 0.0018686600000000003 0.0018258760000000004 0.0018964599999999996), :total-error 1, :amalgamated-error 1.012979692}
{:generation 184, :program (:string_reverse :string_contains_char :integer_eq :integer_eq false :string_contains "(" :string_from_char :string_concat :string_eq false :string_concat :string_contains :string_reverse :boolean_or :in1 "(" :in1 ")" :string_eq :string_replace_char :string_butlast :boolean_and "(" :boolean_or :string_eq "(" :in1 :string_butlast :string_eq), :runtime (0.0032520000000000005 0.002731408000000001 0.0018358480000000008 0.0018470159999999997 0.0018870760000000006 0.0018914919999999987 0.0018269919999999995), :total-error 1, :amalgamated-error 1.015271832}
{:generation 185, :program (true :string_parse_to_chars :integer_subtract :string_length true :string_remove_char :boolean_or :boolean_or :string_from_char :integer_mult :string_contains_char :string_length :integer_subtract :integer_quot "(" :string_replace_char true :integer_subtract :string_parse_to_chars :integer_mult "(" :in1 :string_remove_char :string_indexof_char :string_butlast :string_eq :in1 1 "(" :integer_subtract :string_concat), :runtime (0.0019048279999999997 0.0018457520000000004 0.0018450520000000005 0.0018486320000000009 0.0019358919999999996 0.0018490199999999996 0.0018486440000000006), :total-error 1, :amalgamated-error 1.01307782}
{:generation 186, :program (:string_iterate (:string_iterate (:integer_eq :string_nth :string_reverse :integer_add ")" :string_iterate (:string_from_char :exec_dup (false :exec_dup (:string_drop "(" :string_contains :integer_eq :string_occurencesof_char :string_replace_char :string_from_char :integer_add :boolean_and "(" :integer_mult :string_eq "(" :exec_if (:string_replace_char :string_eq :string_replace_char :string_take :integer_subtract :in1 :string_butlast :string_eq) ())))))), :runtime (0.0032375560000000017 0.0032027959999999978 0.001827164 0.0018294039999999993 0.001978652 0.0019933719999999998 0.0019011199999999988), :total-error 1, :amalgamated-error 1.015970064}
{:generation 187, :program (:string_rest :integer_quot ")" :string_from_char false :string_parse_to_chars true :string_take :string_butlast :string_take :exec_dup (:exec_if (1 :exec_dup (:string_butlast :string_butlast :string_parse_to_chars :string_contains :string_take :string_drop ")") :boolean_not :string_indexof_char ")" :in1 :string_indexof_char :string_iterate (")" "(" :in1 :string_butlast :string_eq :string_rest :string_occurencesof_char :integer_quot) :string_remove_char) ())), :runtime (0.0018902879999999989 0.0019283199999999994 0.0019352959999999987 0.001938612000000001 0.0018696399999999988 0.0018676200000000006 0.0018654000000000006), :total-error 1, :amalgamated-error 1.013295176}
{:generation 188, :program (:string_drop ")" :string_contains :integer_eq :string_remove_char :integer_eq false :string_remove_char "(" :string_from_char :string_concat false :string_concat :string_rest "(" :string_reverse :boolean_or :in1 :string_drop "(" 0 :integer_subtract "(" :string_eq :string_length "(" 1 :string_iterate (:string_concat :integer_quot :exec_dup ("(" :boolean_eq "(" :in1 :string_butlast :string_eq :string_rest))), :runtime (0.0019043559999999992 0.001900063999999999 0.0018476879999999999 0.0018246360000000008 0.0018220320000000001 0.0018838400000000001 0.001868711999999998), :total-error 1, :amalgamated-error 1.013051328}
{:generation 189, :program (:string_concat :string_take :boolean_or :integer_eq ")" :boolean_not :string_concat :string_contains :integer_quot :string_butlast :integer_quot :string_butlast :string_occurencesof_char :string_length :string_reverse :string_parse_to_chars :string_drop 0 :string_butlast :string_length :in1 :string_iterate (:string_eq :string_replace_char :integer_subtract :string_take "(" :exec_dup (:in1 :string_from_char :string_butlast :string_eq :integer_eq))), :runtime (0.0018581799999999996 0.0018539239999999998 0.001905683999999999 0.0018326079999999992 0.001825636 0.0019091360000000007 0.0018806880000000002), :total-error 1, :amalgamated-error 1.013065856}
{:generation 190, :program (:string_iterate (:integer_mult :integer_eq :string_rest :string_eq :string_contains :string_remove_char :string_eq :string_parse_to_chars :string_rest false :integer_mult :string_concat :exec_dup (:string_contains :string_butlast :string_reverse :in1 :string_butlast :string_from_char ")" :string_eq :string_replace_char :string_remove_char :integer_mult :exec_dup ("(" :boolean_not :string_eq "(" :in1 :string_butlast :boolean_eq)))), :runtime (0.0018787920000000002 0.0018303359999999986 0.001878931999999999 0.0018283199999999996 0.00188476 0.001891228 0.0018791199999999993), :total-error 1, :amalgamated-error 1.013071488}
{:generation 191, :program (:boolean_and :string_rest :integer_eq false :string_remove_char "(" :string_remove_char :string_from_char :string_indexof_char :integer_mult :string_concat :integer_subtract :string_eq :integer_subtract false :string_indexof_char :string_concat :string_parse_to_chars :string_contains :string_reverse :string_reverse :in1 ")" :string_replace_char :string_contains :string_butlast :boolean_and :boolean_and "(" :string_indexof_char :boolean_not "(" :in1 :string_butlast :string_eq), :runtime (0.0018846959999999995 0.0018990079999999998 0.0018769799999999997 0.0018315200000000005 0.0018231959999999994 0.0018821959999999998 0.0018382080000000005), :total-error 1, :amalgamated-error 1.013035804}
{:generation 192, :program (:boolean_and :string_take :string_rest :integer_eq :string_occurencesof_char false "(" :string_from_char :string_indexof_char :string_concat :integer_subtract :string_eq false :string_indexof_char :string_concat :string_concat :string_parse_to_chars :string_contains :string_reverse :string_reverse :in1 :integer_eq ")" :string_parse_to_chars :boolean_not :string_contains :boolean_and :string_parse_to_chars :exec_dup (:boolean_and "(" "(" :string_indexof_char :boolean_and :boolean_not :string_contains "(" :in1 :string_butlast :string_eq)), :runtime (0.0019378640000000003 0.0018214039999999985 0.001814312 0.001829123999999999 0.001833492 0.001876208 0.0019006119999999994), :total-error 1, :amalgamated-error 1.013013016}
{:generation 193, :program (:string_contains_char :string_contains false :boolean_eq :string_iterate (:string_contains_char false :boolean_not true :string_indexof_char :string_length :string_iterate (:boolean_or :boolean_or :integer_mult :string_contains_char :string_butlast :string_butlast :string_replace_char "(" :integer_mult :string_drop :string_contains :string_occurencesof_char :integer_mult :in1 :string_butlast :string_eq :string_eq :string_butlast "(" 1))), :runtime (0.003207848 0.001826243999999999 0.0018308200000000008 0.0018993599999999982 0.001887079999999999 0.001808067999999999 0.0018053920000000007), :total-error 1, :amalgamated-error 1.014264812}
{:generation 194, :program (:string_contains_char :integer_eq :string_contains :string_from_char :string_indexof_char true :string_eq false 1 :string_length :string_parse_to_chars :in1 :exec_dup (0 :string_contains_char "(" :string_reverse :string_from_char 1 :integer_add "(" "(" :string_replace_char :string_butlast :string_indexof_char :string_reverse :boolean_not :string_eq "(" :integer_eq :string_indexof_char :in1 :string_butlast :string_contains_char :string_eq)), :runtime (0.001908083999999999 0.001893067999999998 0.0018906239999999992 0.0018304039999999999 0.0018211720000000002 0.001822083999999999 0.0018697879999999992), :total-error 1, :amalgamated-error 1.013035224}
{:generation 195, :program (:integer_quot :string_rest :string_length :integer_subtract :string_length :string_reverse :boolean_not :string_concat :string_nth :boolean_and :integer_eq :string_eq :boolean_eq ")" false :string_reverse :string_eq :string_nth :integer_mult :in1 :in1 :string_occurencesof_char :integer_mult "(" :string_replace_char :string_parse_to_chars :string_length :string_concat "(" :in1 :string_butlast :string_eq :in1 :string_butlast), :runtime (0.003272108000000001 0.0032030040000000006 0.003136952000000002 0.0018444599999999994 0.0018929559999999995 0.0018265279999999996 0.0018339359999999991), :total-error 1, :amalgamated-error 1.017009944}
{:generation 196, :program (:in1 :string_from_char :integer_eq :string_indexof_char :string_parse_to_chars :string_replace_char :string_drop :string_parse_to_chars :string_rest :string_from_char "(" "(" :string_parse_to_chars :boolean_eq :string_remove_char "(" :string_eq :string_from_char 0 :boolean_eq :in1 :string_contains_char "(" :in1 :integer_mult :exec_dup (:string_butlast :string_eq)), :runtime (0.0018580839999999996 0.0019027079999999995 0.0019272439999999996 0.0019208679999999998 0.001836252 0.0018545199999999997 0.0018584239999999987), :total-error 1, :amalgamated-error 1.0131581}
{:generation 197, :program (:string_contains_char :string_contains :string_length 1 :string_indexof_char :boolean_and :integer_mult "(" :in1 :string_reverse :integer_mult :integer_add :string_eq true :string_replace_char ")" :boolean_and :string_eq :string_butlast :string_indexof_char :string_occurencesof_char "(" :in1 :string_butlast :boolean_or :string_eq :string_from_char :string_take "(" :in1 :in1), :runtime (0.002799664000000001 0.0018384160000000003 0.00183982 0.0018378399999999999 0.0018924119999999998 0.0018760039999999995 0.0018396439999999994), :total-error 1, :amalgamated-error 1.0139238}
{:generation 198, :program (:string_concat :string_contains_char :string_from_char :string_parse_to_chars :boolean_or :integer_add :string_take :string_reverse :string_contains :in1 :string_drop :integer_add "(" :string_contains_char 0 :string_parse_to_chars :boolean_eq :string_drop :string_butlast "(" 0 :string_take :string_eq "(" :in1 :string_butlast :string_remove_char :string_eq :string_contains_char :string_eq), :runtime (0.001908344 0.0018171919999999992 0.0018300799999999991 0.0018241039999999998 0.0018828279999999983 0.0018970679999999998 0.0018300960000000007), :total-error 1, :amalgamated-error 1.012989712}
{:generation 199, :program (:string_contains_char :string_indexof_char :string_replace_char :boolean_eq ")" :string_butlast :string_from_char :boolean_not :string_rest :integer_quot :boolean_and :boolean_or :integer_subtract :integer_mult :boolean_and :string_take :boolean_or "(" :in1 :string_eq :string_nth :integer_mult :boolean_eq "(" :string_take :string_replace_char :integer_eq 0 :boolean_or :integer_mult :integer_mult :string_butlast :string_butlast :string_contains :string_occurencesof_char "(" :in1 :integer_mult :string_butlast 1 :string_eq), :runtime (0.003247796000000002 0.0032630520000000007 0.003187595999999999 0.0019091120000000001 0.0018403320000000003 0.0018334640000000004 0.0032130679999999977), :total-error 1, :amalgamated-error 1.01849442}
{:generation 200, :program (:string_rest 0 :string_drop :string_reverse ")" :string_from_char :integer_mult :boolean_or :string_concat :string_concat false "(" :string_parse_to_chars :integer_mult :string_take :integer_add :integer_subtract 0 :string_remove_char :string_remove_char "(" :string_take :string_replace_char :string_parse_to_chars true :string_eq :string_occurencesof_char 0 :in1 :exec_if ("(" "(" :in1 :string_replace_char :string_butlast :string_eq) ()), :runtime (0.0033040239999999996 0.003074500000000001 0.0018529039999999996 0.0018306239999999988 0.0018687279999999996 0.0018643839999999995 0.0018343520000000013), :total-error 1, :amalgamated-error 1.015629516
