{:generation 0, :program (:in1 :string_drop :string_rest :integer_add true :string_remove_char :boolean_not "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars :string_indexof_char), :runtime (0.002979896000000001 0.002997264 0.0031052200000000005 0.003109004 0.003064412), :total-error 2, :amalgamated-error 2.015255796}
{:generation 142, :program (:string_reverse :string_from_char "" :string_from_char :string_butlast :integer_quot :boolean_not :string_take :string_rest :boolean_or :string_occurencesof_char :string_remove_char :boolean_or :string_length :boolean_eq :string_parse_to_chars :integer_add :string_reverse :string_contains :integer_quot :string_from_char :string_remove_char :boolean_or :string_reverse :string_indexof_char :string_parse_to_chars :boolean_eq :in2 :string_parse_to_chars :string_length :boolean_or :string_eq :string_indexof_char :string_length :string_parse_to_chars :string_contains :integer_quot :in2 :string_contains :string_length), :runtime (0.003096619999999999 0.0019263999999999998 0.002695184 0.002993356 0.0019184479999999986), :total-error 0, :amalgamated-error 0.012630007999999996}
{:generation 143, :program (:string_iterate (:integer_mult :string_replace_char :string_reverse :in2 :string_nth true :string_drop :string_from_char :string_eq :string_length :string_from_char :string_butlast :string_parse_to_chars :string_contains :integer_eq :integer_subtract :string_drop :string_concat) :string_reverse :string_remove_char :string_contains_char :string_parse_to_chars :integer_add :string_eq :boolean_not "abcdefghijklmnopqrstuvwxyz" :string_contains_char :string_remove_char :in2 :string_parse_to_chars :string_iterate (:string_eq :string_iterate (:exec_dup ()))), :runtime (0.0030091319999999994 0.0031472920000000034 0.003130379999999999 0.003053944000000002 0.0030383720000000027), :total-error 1, :amalgamated-error 1.01537912}
{:generation 144, :program (:integer_subtract 0 "" :string_occurencesof_char :string_eq :in1 :string_length :string_length :string_from_char :integer_quot true :boolean_not true :boolean_and 0 :string_take 1 :boolean_or :string_drop :string_replace_char :string_contains :string_contains_char :string_occurencesof_char :integer_eq :string_rest true :integer_add :integer_subtract :string_length :string_take :in2 :string_parse_to_chars :boolean_or :boolean_or :in2 :string_eq :string_reverse :string_contains :in2 :string_concat :string_from_char :string_parse_to_chars :integer_quot :string_occurencesof_char :string_nth :string_contains :string_contains :string_contains), :runtime (0.0030362959999999995 0.0031811120000000003 0.003027391999999999 0.0030570480000000023 0.0030183680000000013), :total-error 0, :amalgamated-error 0.015320216000000001}
{:generation 145, :program (:string_occurencesof_char :string_eq :boolean_not :string_remove_char :string_contains_char :string_iterate () :exec_dup (:boolean_eq 0 :string_reverse "" :boolean_not :exec_dup (:string_occurencesof_char :integer_mult true :string_drop 1 :integer_mult true :boolean_or :string_butlast :string_length :boolean_or :boolean_or :string_indexof_char :boolean_or :string_contains :integer_mult :in2 :in2 :string_reverse :integer_mult) :string_parse_to_chars :string_contains :in2) :string_parse_to_chars :string_replace_char :string_iterate (:string_contains :string_remove_char :string_iterate (:string_contains))), :runtime (0.0030980200000000004 0.0031069080000000015 0.0030420999999999985 0.003052660000000002 0.003064111999999998), :total-error 0, :amalgamated-error 0.0153638}
{:generation 146, :program (:boolean_and :exec_dup (:string_nth :string_concat :exec_dup (:in2 :integer_quot :integer_quot :string_butlast :string_butlast :string_length) :integer_add :boolean_eq :string_butlast :string_from_char true :integer_add :string_drop "" :string_eq :string_contains :string_nth :string_parse_to_chars :string_parse_to_chars :string_eq :string_contains :string_contains_char :in2 :string_parse_to_chars :boolean_eq :string_iterate (:string_parse_to_chars :integer_add :string_eq))), :runtime (0.002791040000000001 0.0030397879999999973 0.0030356760000000006 0.0030498160000000008 0.0020295679999999994), :total-error 1, :amalgamated-error 1.013945888}
{:generation 147, :program (:string_eq :string_from_char :string_take :string_parse_to_chars :integer_add :string_rest :string_remove_char :string_drop :string_contains_char :string_occurencesof_char :boolean_and :string_contains_char :string_concat :string_reverse :integer_subtract :string_contains_char :exec_dup (0 :string_occurencesof_char :string_rest :in2 :string_butlast true :boolean_or 1 :boolean_or :string_replace_char :boolean_or :string_indexof_char :in2 :string_parse_to_chars :integer_mult :string_length :string_eq :string_replace_char :string_eq 2 :string_contains :string_parse_to_chars :string_iterate ())), :runtime (0.0030282119999999993 0.0030661280000000013 0.002996484000000001 0.003019099999999999 0.003137776000000001), :total-error 0, :amalgamated-error 0.0152477}
{:generation 148, :program (:string_from_char :string_from_char :string_remove_char true :string_contains_char :string_nth :string_reverse :string_reverse :string_contains_char :string_butlast :boolean_not :boolean_and :string_butlast :string_reverse :boolean_or :string_indexof_char :string_reverse :boolean_not false false :boolean_not :integer_add :boolean_not 1 :boolean_not :string_rest :string_rest 1 2 :in2 :string_contains_char :string_parse_to_chars :in2 :string_parse_to_chars :in2 :string_remove_char :string_iterate (:string_eq :string_eq)), :runtime (0.003017836000000002 0.003087811999999998 0.003015396000000001 0.003117432 0.0022632479999999994), :total-error 1, :amalgamated-error 1.014501724}
{:generation 149, :program (:integer_quot :string_parse_to_chars "" :string_from_char :string_replace_char :string_nth :string_eq :integer_quot :string_length :string_remove_char 2 "" 2 :string_contains :string_take :in1 1 :string_concat :string_from_char :string_contains_char :string_from_char :integer_quot false :string_from_char :boolean_not :string_take 0 :integer_add :integer_add :boolean_not :in2 :string_parse_to_chars :string_rest :string_length :string_parse_to_chars :boolean_eq :string_parse_to_chars :string_reverse :string_contains :string_iterate (:string_take :string_contains)), :runtime (0.0030804479999999995 0.002964500000000001 0.003017207999999999 0.0030657199999999996 0.0031150999999999996), :total-error 0, :amalgamated-error 0.015242975999999998}
{:generation 150, :program (:integer_quot :string_parse_to_chars "" :string_from_char :string_replace_char :string_nth :string_eq :integer_quot :string_length :string_remove_char 2 "" 2 :string_occurencesof_char :string_contains :string_take :in1 1 :string_concat :string_from_char :string_contains_char :integer_quot :string_from_char :boolean_not :string_take 0 :integer_add :integer_add :boolean_not :in2 :string_parse_to_chars :string_length :string_parse_to_chars :string_remove_char :string_parse_to_chars :string_reverse :string_contains :string_iterate (:string_take :string_contains)), :runtime (0.0029907999999999996 0.0028389559999999975 0.003010556000000001 0.003069903999999997 0.0030857720000000014), :total-error 0, :amalgamated-error 0.014995987999999995}
{:generation 151, :program (:integer_quot "" :string_from_char :string_replace_char :string_nth :string_reverse :string_eq :integer_quot :string_length :string_remove_char 2 "" 2 :string_occurencesof_char :string_contains :string_take :in1 :string_nth 1 :string_concat :string_from_char :string_contains_char :integer_quot :string_from_char :boolean_not :string_take 0 :integer_add :integer_add :in2 :string_parse_to_chars :string_length :string_parse_to_chars :string_remove_char :string_parse_to_chars :string_contains :string_iterate (:string_take :string_contains 0)), :runtime (0.0029734159999999987 0.003078064000000003 0.003081587999999999 0.0030719159999999996 0.0030728360000000015), :total-error 0, :amalgamated-error 0.015277820000000001}
{:generation 152, :program (false true :exec_if ("abcdefghijklmnopqrstuvwxyz" :string_butlast :string_contains :in2 :string_parse_to_chars :string_nth :string_nth :string_contains true :string_from_char :exec_dup (:string_length :string_contains :string_length :string_remove_char :string_length :string_nth :exec_dup (:boolean_not :string_indexof_char :in2 :in1 0 :integer_subtract :string_parse_to_chars :string_parse_to_chars true :in2 :string_iterate (:in2 :string_parse_to_chars :string_eq :string_contains :in2 :string_length :in1 :string_indexof_char)))) ()), :runtime (0.0030228080000000023 0.003102920000000001 0.002976332000000003 0.0030112480000000002 0.0030963560000000006), :total-error 0, :amalgamated-error 0.015209664000000008}
{:generation 153, :program (:string_indexof_char :string_eq :string_length :string_rest :string_iterate (0 :string_contains :string_butlast :integer_eq "" :string_parse_to_chars :string_rest "" :string_remove_char :string_take 2 :string_contains_char :boolean_or true :in2 :string_butlast :string_concat :string_remove_char :integer_eq :string_take :integer_mult :integer_quot :string_length :boolean_or :integer_eq :in2) :boolean_eq :string_parse_to_chars :string_parse_to_chars :in2 :string_replace_char :integer_subtract :boolean_not :string_contains false :string_eq :integer_eq :string_parse_to_chars :string_iterate (:string_contains)), :runtime (0.003174380000000001 0.00294646 0.0031582679999999997 0.0030364840000000003 0.003177904000000002), :total-error 0, :amalgamated-error 0.015493496000000004}
{:generation 154, :program (:string_indexof_char :string_eq :integer_eq :string_reverse :string_from_char :string_butlast :in1 "" :integer_mult :boolean_not :string_indexof_char 2 :string_contains_char :string_drop true :in2 :string_indexof_char true 1 :integer_subtract :string_concat :integer_eq :integer_mult :string_remove_char :boolean_or :in2 2 :string_parse_to_chars :boolean_eq :string_rest :in2 :string_parse_to_chars :integer_add :string_iterate (:boolean_not :string_concat :string_eq :integer_eq :string_parse_to_chars :string_contains)), :runtime (0.003057211999999999 0.0030468159999999995 0.0029353480000000017 0.0030325920000000006 0.0030328559999999987), :total-error 0, :amalgamated-error 0.015104824}
{:generation 155, :program (1 :string_occurencesof_char :string_remove_char "" :integer_mult :integer_subtract :string_contains :string_contains "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char 1 :string_length :boolean_eq :boolean_or :string_drop :string_butlast :string_concat :string_reverse "abcdefghijklmnopqrstuvwxyz" :boolean_and :exec_dup (:string_remove_char :string_nth :boolean_eq :string_reverse :string_contains :in2 :integer_add :string_take :string_contains :string_contains_char :string_rest :string_occurencesof_char :string_parse_to_chars :string_parse_to_chars :string_take :string_from_char :exec_dup (:in2 0 :string_parse_to_chars :integer_mult :integer_quot :string_remove_char :string_parse_to_chars :exec_dup (2 :string_iterate (:integer_quot :string_parse_to_chars :string_contains))))), :runtime (0.003089567999999998 0.0029745320000000015 0.0030776799999999997 0.003012107999999999 0.0030513639999999987), :total-error 0, :amalgamated-error 0.015205251999999997}
{:generation 156, :program (:string_reverse :boolean_and :integer_quot :string_from_char :string_from_char :string_nth false :string_reverse false :string_contains :string_contains_char :string_contains_char :string_parse_to_chars 2 :in1 :boolean_eq :string_concat :string_reverse :string_contains_char :integer_quot :integer_eq false :boolean_not :string_rest :in2 :string_parse_to_chars :string_length :string_parse_to_chars :string_parse_to_chars :in2 :string_iterate (:string_take :string_contains 0 :integer_quot :string_replace_char 0)), :runtime (0.002981232 0.0030545359999999996 0.003029896 0.0030539519999999995 0.003038739999999999), :total-error 1, :amalgamated-error 1.015158356}
{:generation 157, :program (:integer_subtract :string_occurencesof_char :integer_quot :string_contains :exec_if (1 :string_from_char :in2 :string_drop :boolean_eq :string_rest :string_iterate (:integer_add :integer_subtract :string_contains :boolean_not :string_nth :string_indexof_char :integer_add :exec_dup (true :integer_add :string_take :string_indexof_char :string_eq :string_take :string_reverse :string_drop :string_rest :string_rest :in2 :string_remove_char :string_drop :boolean_or :string_indexof_char :integer_subtract :string_drop :string_parse_to_chars :string_replace_char :string_contains :string_iterate (:string_parse_to_chars)))) ()), :runtime (0.0029886999999999973 0.0030073440000000003 0.0030226719999999997 0.0029902480000000005 0.0030211240000000013), :total-error 0, :amalgamated-error 0.015030087999999999}
{:generation 158, :program (:string_contains false :string_from_char :string_replace_char 2 "abcdefghijklmnopqrstuvwxyz" :in2 :string_rest :string_contains_char true :integer_eq :in2 :boolean_and false true :string_parse_to_chars :string_rest :string_remove_char :string_remove_char :integer_subtract "abcdefghijklmnopqrstuvwxyz" :string_contains :string_take :boolean_not true :string_parse_to_chars 1 :string_remove_char :string_iterate (:string_parse_to_chars :in2 2 :string_parse_to_chars true :integer_mult false :string_contains_char :string_contains :string_iterate (:string_parse_to_chars :string_eq 0))), :runtime (0.0030347359999999997 0.003088692 0.0030638680000000004 0.0030780640000000023 0.0030141159999999994), :total-error 0, :amalgamated-error 0.015279476000000002}
{:generation 159, :program (:string_occurencesof_char :string_nth :string_replace_char :string_occurencesof_char :string_concat :string_drop :string_reverse :integer_add 1 :integer_mult :boolean_eq :integer_subtract :string_remove_char :string_length :integer_quot true :boolean_or 2 :integer_eq true :string_parse_to_chars "" :string_parse_to_chars 0 :integer_add true :in2 0 :string_parse_to_chars :boolean_and :in2 :string_contains :string_from_char :string_eq :string_nth :string_contains "abcdefghijklmnopqrstuvwxyz"), :runtime (0.0030224479999999996 0.0030029760000000023 0.0029563000000000007 0.003003412000000001 0.0030371239999999996), :total-error 0, :amalgamated-error 0.015022260000000003}
{:generation 160, :program (:string_eq :boolean_eq :integer_mult :string_concat "" :integer_add :string_concat :string_take :string_length :boolean_or :string_contains_char :string_occurencesof_char :string_parse_to_chars :string_length :string_reverse :boolean_and :boolean_eq :string_contains :in1 "" :string_concat :string_contains 0 :string_concat :string_parse_to_chars 0 :string_contains :in2 :boolean_or :string_parse_to_chars :exec_dup (:in1 :integer_mult :in2 :string_nth :boolean_and 1 :string_iterate (:string_contains :string_indexof_char))), :runtime (0.0030322399999999994 0.0030360559999999997 0.040356227999999994 0.0030585920000000015 0.003030843999999999), :total-error 0, :amalgamated-error 0.05251395999999999}
{:generation 161, :program (:string_occurencesof_char :string_nth :string_replace_char :string_occurencesof_char :string_contains :string_drop :string_reverse 1 :boolean_eq :integer_subtract :string_remove_char :string_length true 2 :integer_eq true :string_parse_to_chars "" :string_parse_to_chars true :in2 0 :string_parse_to_chars :boolean_and :in2 :string_contains :string_from_char :string_eq :string_nth :string_contains "abcdefghijklmnopqrstuvwxyz" :integer_subtract), :runtime (0.002998472 0.0029319359999999996 0.003035055999999999 0.003057884 0.0030482840000000014), :total-error 0, :amalgamated-error 0.015071632000000001}
{:generation 162, :program (:string_occurencesof_char :string_nth :string_replace_char :string_occurencesof_char :string_contains :string_drop :boolean_not :string_reverse :integer_subtract :string_remove_char :string_length true 2 :integer_eq true :string_parse_to_chars "" :string_parse_to_chars :string_contains :in2 :integer_add 0 :boolean_and :string_parse_to_chars :boolean_and :in2 :string_contains :string_from_char :string_eq :string_nth :string_parse_to_chars :string_contains "abcdefghijklmnopqrstuvwxyz" :integer_subtract), :runtime (0.0030757840000000007 0.0029646080000000005 0.0029851519999999987 0.002995832 0.003003868000000001), :total-error 0, :amalgamated-error 0.015025244000000002}
{:generation 163, :program (:string_occurencesof_char :string_replace_char :string_occurencesof_char :string_concat 1 :boolean_eq :in1 :boolean_and :string_remove_char :boolean_or :string_length :integer_quot true :string_parse_to_chars "" :integer_add true :in1 :in2 :boolean_eq :boolean_eq :string_parse_to_chars :in2 :string_contains :string_from_char :string_eq :string_nth :string_contains :string_contains), :runtime (0.003072851999999999 0.003085851999999999 0.003020548 0.003048123999999999 0.003073568), :total-error 0, :amalgamated-error 0.015300943999999999}
{:generation 164, :program (:string_occurencesof_char :string_replace_char :string_occurencesof_char :string_concat :string_reverse 1 :boolean_eq :in1 :integer_subtract :boolean_or :string_length :integer_quot :boolean_or true :string_replace_char :string_parse_to_chars "" :integer_add true :in2 :boolean_eq 0 :string_parse_to_chars :string_indexof_char :in2 :string_contains :string_from_char true :string_eq :string_nth :string_contains :string_contains), :runtime (0.0030206079999999993 0.002997316000000001 0.0029683520000000014 0.0030139279999999986 0.0029713559999999997), :total-error 0, :amalgamated-error 0.01497156}
{:generation 165, :program (:string_occurencesof_char :string_eq :boolean_not :string_rest :string_parse_to_chars :string_eq :string_contains :in2 :string_eq :string_contains :integer_subtract :integer_quot :string_take :string_reverse :string_parse_to_chars :boolean_eq :integer_add :boolean_eq :string_contains :string_concat :in2 :integer_eq :string_indexof_char :string_parse_to_chars :in2 :in2 :integer_add :string_parse_to_chars :string_concat :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :string_iterate (:string_drop :string_parse_to_chars 2 :boolean_and :string_contains_char :boolean_and :boolean_not :string_iterate (:string_contains :string_contains))), :runtime (0.0030118920000000017 0.0030950000000000005 0.003054684000000001 0.0030186480000000005 0.0018353319999999992), :total-error 0, :amalgamated-error 0.014015556000000004}
{:generation 166, :program (:string_iterate (:string_occurencesof_char :string_concat :string_reverse 1 :in1 :string_occurencesof_char :in1 :integer_subtract :boolean_and :integer_quot :string_remove_char :boolean_or 2 true "" :string_parse_to_chars :integer_add true :in2 :boolean_eq :boolean_eq 0 :string_parse_to_chars :exec_if (:in2 :string_contains :string_from_char :string_eq :string_nth :string_contains 0 :string_contains) ())), :runtime (0.0030173999999999995 0.003040619999999999 0.0030248440000000005 0.0030442839999999995 0.003007207999999999), :total-error 0, :amalgamated-error 0.015134355999999998}
{:generation 167, :program (:string_iterate (:string_occurencesof_char :string_concat :string_reverse 1 :in1 :string_occurencesof_char :boolean_not :in1 :integer_subtract :string_from_char :boolean_and :integer_quot :string_remove_char :boolean_or 2 true :string_rest "" :string_parse_to_chars :integer_add :in2 :boolean_eq :string_remove_char 0 :string_parse_to_chars :exec_if (:in2 :string_butlast :string_contains :string_from_char :string_eq :string_nth :string_contains 0 :in2) ())), :runtime (0.0030011280000000013 0.003008556 0.002960072000000003 0.003035668 0.05752456799999994), :total-error 0, :amalgamated-error 0.06952999199999994}
{:generation 168, :program (:string_take 0 :in2 "" :string_drop :string_length :string_drop :string_from_char :boolean_or :integer_add :boolean_eq :string_iterate (:integer_quot :string_parse_to_chars :string_occurencesof_char 2 :string_remove_char :in2 :string_drop true :string_parse_to_chars :exec_if (:in2 :integer_mult :in2 :boolean_not :string_parse_to_chars :string_iterate (:string_eq "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars :integer_quot :string_length :boolean_and :boolean_eq)) ())), :runtime (0.0029750080000000008 0.0030954879999999987 0.003034924000000001 0.002937560000000001 0.0030141719999999994), :total-error 1, :amalgamated-error 1.015057152}
{:generation 169, :program (:exec_dup (:string_replace_char :boolean_and "abcdefghijklmnopqrstuvwxyz" 2 :integer_quot :string_remove_char true :in2 :string_parse_to_chars :string_eq :string_parse_to_chars :string_concat :integer_eq :string_rest :string_length :string_eq :string_parse_to_chars :integer_quot :string_contains :integer_quot :integer_eq :boolean_and :string_iterate (:string_parse_to_chars :string_parse_to_chars 2 :exec_dup (:integer_subtract :boolean_not :string_parse_to_chars :integer_mult :string_concat :string_take :string_butlast :in2 :boolean_or 0 :boolean_and :in2 :string_parse_to_chars :string_drop :string_iterate (:string_contains))))), :runtime (0.0030369639999999983 0.003073571999999999 0.0030704560000000005 0.002989304000000001 0.0030100840000000014), :total-error 0, :amalgamated-error 0.015180379999999999}
{:generation 170, :program (:string_eq :integer_add :string_reverse :string_concat :string_drop :string_take :string_parse_to_chars :boolean_or :boolean_or :string_from_char :integer_mult :string_from_char :in2 0 :integer_subtract :string_contains_char :string_rest :string_from_char :string_contains :string_parse_to_chars "" :string_parse_to_chars :in2 :string_parse_to_chars :boolean_and :in2 :string_eq 2 :integer_mult :string_contains_char :integer_add :string_eq :string_parse_to_chars :string_iterate (:string_contains)), :runtime (0.0030202840000000007 0.0031241319999999995 0.0029481880000000013 0.0030984040000000003 0.0030864720000000007), :total-error 0, :amalgamated-error 0.015277480000000003}
{:generation 171, :program (:string_replace_char :boolean_and :string_iterate ("abcdefghijklmnopqrstuvwxyz" :string_replace_char :integer_quot :string_from_char :string_nth :string_parse_to_chars :string_contains :integer_subtract :string_parse_to_chars :integer_eq :in1 :string_length :string_reverse :integer_quot :string_contains :string_parse_to_chars :integer_eq :in2 :string_parse_to_chars :string_parse_to_chars :exec_dup (:in2 :string_replace_char :boolean_not :string_parse_to_chars :string_parse_to_chars :boolean_or :string_parse_to_chars :string_iterate (:string_contains :string_eq :boolean_or :string_parse_to_chars :string_contains :in2 :string_concat :exec_if (:string_parse_to_chars :string_contains) ())))), :runtime (0.003079052000000001 0.0030311040000000006 0.0030495160000000012 0.0030936640000000007 0.0030960840000000016), :total-error 1, :amalgamated-error 1.01534942}
{:generation 172, :program (:integer_quot 1 0 :string_rest :string_butlast :integer_subtract 0 :string_take :string_occurencesof_char :string_nth :string_from_char "abcdefghijklmnopqrstuvwxyz" :integer_quot :integer_eq :string_indexof_char :string_concat :string_length :string_iterate (:string_concat :string_replace_char 0 0 :string_parse_to_chars :integer_eq :string_remove_char "abcdefghijklmnopqrstuvwxyz" false :integer_eq :string_parse_to_chars false :string_parse_to_chars 1 :string_parse_to_chars :string_contains :string_remove_char :string_contains :in2 :boolean_and :in2 :string_parse_to_chars :string_length :string_eq)), :runtime (0.003155396000000002 0.003002948 0.0030761319999999992 0.003070579999999999 0.003044511999999999), :total-error 1, :amalgamated-error 1.015349568}
{:generation 173, :program (:in2 :string_from_char :integer_add :string_drop :string_nth :string_length :integer_eq :string_from_char :string_eq :string_contains :string_parse_to_chars :string_drop :string_rest :integer_mult :string_length :string_remove_char 0 :string_indexof_char :string_contains :string_occurencesof_char :exec_dup (:string_replace_char :string_contains_char :string_parse_to_chars :string_remove_char :in2 :string_replace_char "" :string_concat :string_rest :in2 :string_parse_to_chars :boolean_not 1 :string_length :string_eq :integer_subtract :string_contains_char :string_iterate (:string_eq :string_nth :string_parse_to_chars))), :runtime (0.003014884 0.0029627 0.0030157359999999998 0.0029514119999999996 0.0030390440000000016), :total-error 0, :amalgamated-error 0.014983776}
{:generation 174, :program (2 :string_take :exec_dup (true :string_take :string_from_char :string_parse_to_chars :integer_subtract :string_butlast :string_concat :string_from_char 0 :integer_mult 1 :integer_quot :string_contains_char :in1 :in2 "" true true 2 :boolean_or :exec_dup (:string_parse_to_chars :in2 :string_parse_to_chars :integer_eq :string_length :string_take :string_parse_to_chars :string_contains :string_iterate (:string_eq :string_parse_to_chars :string_length :string_replace_char :string_contains)))), :runtime (0.0030109159999999985 0.003047144 0.0030596600000000005 0.0030768999999999996 0.0029598560000000003), :total-error 0, :amalgamated-error 0.015154476}
{:generation 175, :program (:boolean_and :string_length :string_drop :string_butlast :string_parse_to_chars :integer_add :string_occurencesof_char :string_from_char :string_nth :string_from_char :string_remove_char false :string_eq :exec_dup (:exec_dup () :string_reverse :boolean_and :boolean_or :string_contains :string_parse_to_chars :integer_eq :string_nth :boolean_eq :in2 :string_contains :string_contains :boolean_eq :in2 :string_eq :string_parse_to_chars :string_parse_to_chars :exec_if (:string_nth :boolean_or :string_contains :integer_mult :exec_dup (:in2 :string_parse_to_chars :string_parse_to_chars :string_contains_char :string_eq :in2 :string_parse_to_chars :string_length)) ())), :runtime (0.0030078119999999977 0.0030482920000000006 0.0029409360000000008 0.0030118639999999995 0.003037648000000001), :total-error 0, :amalgamated-error 0.015046551999999998}
{:generation 176, :program (:in2 :integer_mult :string_concat :in2 true :string_contains :boolean_or :integer_subtract :exec_dup (:string_occurencesof_char :integer_add true :integer_eq :integer_subtract :boolean_and :in1 :string_from_char 1 :exec_dup (true true :string_parse_to_chars :integer_add :string_parse_to_chars :string_contains_char :boolean_and :in2 :string_reverse :string_parse_to_chars :string_contains_char :string_reverse :string_eq :string_concat :string_length :string_contains :string_parse_to_chars))), :runtime (0.0030377320000000026 0.003042008 0.009325456000000001 0.0031107520000000018 0.003111907999999999), :total-error 0, :amalgamated-error 0.021627856000000004}
{:generation 177, :program (:in2 :integer_mult :string_concat :in2 true :string_contains :boolean_or :integer_subtract :exec_dup (:string_occurencesof_char :integer_add :integer_eq :integer_subtract :boolean_and :in1 :string_from_char 1 :exec_dup (true true :string_parse_to_chars :integer_add :string_contains_char :string_parse_to_chars :in2 :string_reverse :string_parse_to_chars :string_contains_char :string_reverse :string_eq :string_concat :string_length :string_contains :string_parse_to_chars))), :runtime (0.0025643520000000032 0.002591004000000002 0.003030736 0.0030318159999999997 0.0030205280000000006), :total-error 0, :amalgamated-error 0.014238436000000007}
{:generation 178, :program (:in2 :integer_mult :string_concat :in2 true :string_contains :boolean_or :integer_subtract :exec_dup (:string_occurencesof_char :integer_eq :integer_subtract :boolean_and :in1 :string_from_char 1 :exec_dup (true true :string_parse_to_chars :integer_add :string_contains_char :string_contains_char :string_parse_to_chars :in2 :string_reverse :string_parse_to_chars :string_contains_char :string_reverse :string_eq :string_concat :string_length :string_contains :string_parse_to_chars))), :runtime (0.003063259999999999 0.0030492360000000003 0.0030315039999999982 0.003026428000000003 0.069966804), :total-error 0, :amalgamated-error 0.08213723199999999}
{:generation 179, :program (:string_eq 0 :in2 :string_concat :string_contains_char :string_from_char :string_occurencesof_char :string_contains 1 :string_from_char :boolean_not :integer_subtract :string_replace_char true 0 :string_occurencesof_char :string_eq :boolean_or :boolean_eq :string_drop :boolean_or :string_contains_char :in1 :boolean_eq :boolean_and :string_length :in2 :string_contains :string_occurencesof_char :string_drop :integer_eq :in2 :string_parse_to_chars false :string_drop :string_occurencesof_char :string_contains_char :exec_if ("" :string_eq) ("" :string_concat :string_parse_to_chars :string_concat :string_occurencesof_char :string_contains :string_rest :string_length 1 :string_butlast :string_rest :string_occurencesof_char :integer_mult :string_parse_to_chars :string_contains :string_contains :string_butlast :string_drop :string_length :string_take)), :runtime (0.003076180000000003 0.0030192440000000004 0.0030339919999999997 0.0029375720000000003 0.002946276000000002), :total-error 0, :amalgamated-error 0.015013264000000005}
{:generation 180, :program (false :string_occurencesof_char :string_iterate (:boolean_not true :integer_add) :in2 true "" :boolean_not :string_parse_to_chars :string_reverse :string_from_char true :string_replace_char :string_occurencesof_char :in2 :integer_add :string_concat 1 :string_remove_char :in2 :exec_dup (:string_parse_to_chars :string_eq :integer_quot :string_contains :string_parse_to_chars :string_length :string_eq :string_eq :string_contains)), :runtime (0.0030618440000000006 0.003096643999999998 0.0030584960000000013 0.003067308000000001 0.003093512), :total-error 0, :amalgamated-error 0.015377804}
{:generation 181, :program (:string_reverse 0 :string_contains :string_iterate (:string_parse_to_chars :string_indexof_char :integer_quot :integer_subtract :string_replace_char 2 :in2 :string_parse_to_chars false :string_contains :in2 :string_parse_to_chars :string_reverse :string_remove_char :string_length :string_parse_to_chars :string_indexof_char :string_replace_char :boolean_or :string_parse_to_chars :string_contains :string_reverse :boolean_or :string_nth :string_take :string_eq :string_butlast :string_remove_char :string_parse_to_chars :string_length :string_eq)), :runtime (0.003064247999999999 0.0031093079999999994 0.00298502 0.003027259999999998 0.0030557519999999997), :total-error 0, :amalgamated-error 0.015241587999999997}
{:generation 182, :program (0 :string_remove_char :string_from_char :string_parse_to_chars :boolean_eq :string_drop :string_remove_char 0 :integer_subtract 1 :string_occurencesof_char :string_indexof_char :in2 :boolean_not :string_take :boolean_or :string_from_char :exec_dup (0 :integer_quot :string_nth :string_parse_to_chars 1 :string_length :integer_mult :string_from_char :string_contains_char :string_rest :integer_quot :string_contains :string_concat :string_parse_to_chars :in2 :string_reverse :string_parse_to_chars true 1 :string_from_char :string_contains :string_parse_to_chars :boolean_eq :boolean_or :string_length :boolean_or :string_indexof_char)), :runtime (0.0029305479999999994 0.0029411960000000005 0.0029464199999999995 0.003007272000000003 0.003141604000000001), :total-error 0, :amalgamated-error 0.014967040000000004}
{:generation 183, :program (:integer_quot :string_occurencesof_char :integer_mult :string_nth :in2 :boolean_eq false :string_drop :string_from_char :string_remove_char :integer_eq true :boolean_eq true :integer_subtract :string_occurencesof_char :string_iterate (:integer_mult :boolean_eq :string_remove_char :string_contains_char :integer_quot :string_parse_to_chars :string_drop :string_contains_char :integer_mult :string_eq :string_take :in2 :string_parse_to_chars :string_parse_to_chars :string_iterate (:integer_quot :string_iterate (:string_contains_char :in2 :string_length :string_occurencesof_char :string_eq :string_eq :string_contains_char)))), :runtime (0.003084260000000003 0.0030485000000000013 0.0030566679999999994 0.003034976 0.0030705760000000015), :total-error 0, :amalgamated-error 0.015294980000000005}
{:generation 184, :program (:integer_quot :string_occurencesof_char :integer_mult :string_nth :in2 :boolean_eq false :string_drop :string_remove_char :integer_eq true :boolean_eq :boolean_and true :integer_subtract :string_occurencesof_char :string_iterate (:integer_mult :boolean_eq :in2 :string_remove_char :string_contains_char :integer_quot :string_parse_to_chars :string_drop :string_contains_char :string_eq :string_take :in2 :string_parse_to_chars :string_iterate (:integer_quot :string_iterate (:string_contains_char :in2 :string_occurencesof_char :string_eq :string_eq :string_contains_char)))), :runtime (0.0030215000000000007 0.0030184159999999995 0.003038508 0.0030102520000000015 0.003025023999999998), :total-error 0, :amalgamated-error 0.015113699999999999}
