{:generation 0, :program (:string_indexof_char :string_contains_char :string_concat :integer_add :string_replace_char true :boolean_or :string_concat :string_contains :integer_quot true :exec_dup (:exec_dup (true :integer_mult :string_butlast :string_replace_char :boolean_not :string_take :in1 :string_iterate (:string_parse_to_chars)))), :runtime (0.0024950960000000005 0.0018786719999999988 0.0018031039999999992 0.001785647999999999 0.001802344), :total-error 2, :amalgamated-error 2.009764864}
{:generation 144, :program (0 false :boolean_not :integer_quot :string_rest true :in2 :string_drop :string_take "" :string_butlast :string_concat :integer_add :integer_mult :boolean_eq :string_indexof_char :string_from_char :string_butlast :string_contains :string_drop :integer_subtract :string_reverse :string_butlast :string_replace_char :in1 :string_contains 1 :string_eq :integer_mult "abcdefghijklmnopqrstuvwxyz" :string_from_char 1 :string_nth :string_indexof_char :string_drop :integer_eq :boolean_not :string_length :integer_mult true :in2 :string_parse_to_chars :string_length :string_contains :string_butlast :string_length :in2 :integer_quot :string_occurencesof_char 2 :in2 :string_eq :string_eq), :runtime (0.003116652000000002 0.0030234959999999996 0.003143816 0.009687944000000004 0.0030637439999999998), :total-error 0, :amalgamated-error 0.022035652000000006}
{:generation 145, :program (0 false :boolean_not "" :integer_quot :string_rest :in2 :string_drop :string_take :exec_if (:string_butlast :string_concat :integer_add :integer_mult :boolean_eq :string_indexof_char :string_from_char :string_butlast :string_contains :string_drop :integer_subtract :string_reverse :string_butlast :string_replace_char :in1 :string_contains 1 :string_eq :integer_mult "abcdefghijklmnopqrstuvwxyz" :string_from_char 1 :string_nth :string_indexof_char :string_drop :integer_eq :boolean_not :string_length :integer_mult true :in2 :string_parse_to_chars :string_length :string_contains :string_butlast :string_length :in2 :integer_quot :string_occurencesof_char 2 :in2 :string_eq :string_eq) ()), :runtime (0.0029297600000000013 0.0029285039999999976 0.003027896 0.003043427999999997 0.003033388000000001), :total-error 0, :amalgamated-error 0.014962975999999998}
{:generation 146, :program (:string_length false :integer_subtract "" :boolean_eq :string_take false :boolean_and :string_iterate (:string_reverse :string_remove_char :string_indexof_char :string_occurencesof_char :boolean_and :integer_mult) :string_iterate (false :integer_eq :string_contains true :integer_quot :string_from_char :string_contains) :string_eq :string_eq :string_reverse true :in2 :integer_add :boolean_or :string_take :string_contains :string_occurencesof_char :integer_quot :in1 :in2 :string_parse_to_chars "" :string_drop 2 :in1 :in2 :string_parse_to_chars :string_length :string_contains :string_occurencesof_char :string_iterate (0 :boolean_and :string_parse_to_chars :string_contains 0)), :runtime (0.0030721399999999992 0.0031343560000000005 0.003075920000000001 0.0030284159999999995 0.0031482759999999993), :total-error 0, :amalgamated-error 0.015459108}
{:generation 147, :program (:exec_dup (:string_length :string_contains 0 :string_butlast) :string_occurencesof_char :integer_add :string_contains :string_reverse :string_nth :string_take :string_contains_char :integer_mult :string_take :string_parse_to_chars :string_contains :string_eq :string_from_char :in1 :integer_add :boolean_or :string_take :string_occurencesof_char :string_replace_char :in2 :boolean_and :string_contains_char :integer_add :string_from_char :string_contains :string_rest :string_reverse :boolean_or :string_rest :string_parse_to_chars :string_drop :string_iterate (:string_replace_char :in2) :integer_add 0 :string_parse_to_chars true :string_length :boolean_not :in1 :string_reverse :string_contains :string_contains_char 2 :string_contains), :runtime (0.002997403999999998 0.002926656000000001 0.003042748000000002 0.003023348 0.003057064), :total-error 0, :amalgamated-error 0.01504722}
{:generation 148, :program (:string_concat 0 :string_parse_to_chars :string_parse_to_chars :boolean_and :exec_dup (:boolean_and) :exec_dup (:string_rest :string_contains :in1 :integer_eq :boolean_or :in2 :integer_add :string_butlast :string_concat 2 :integer_eq :integer_quot :string_eq :boolean_eq :string_parse_to_chars :boolean_not :integer_mult :string_parse_to_chars :string_take :string_rest :string_remove_char :integer_eq :string_reverse :string_drop) :integer_quot :string_concat :string_parse_to_chars :integer_mult :in2 :string_take :string_parse_to_chars :string_length :integer_subtract :string_eq :in2), :runtime (0.00300752 0.0030715680000000024 0.0030135119999999994 0.0030633639999999994 0.003083128000000002), :total-error 0, :amalgamated-error 0.015239092000000003}
{:generation 149, :program (:string_replace_char :string_contains :string_drop :boolean_and :string_rest :string_take :string_contains :string_from_char :exec_if (:string_reverse :string_drop :string_eq :string_parse_to_chars :integer_quot :string_from_char :string_nth "" :string_butlast true :boolean_or :string_reverse true :string_contains :boolean_or :boolean_not :boolean_or :string_contains :string_contains :string_from_char) (:string_contains :string_drop false false :string_contains_char :string_length) :integer_mult "abcdefghijklmnopqrstuvwxyz" 2 :integer_eq 2 :string_parse_to_chars :string_nth :in2 :string_parse_to_chars :integer_add :integer_add :string_parse_to_chars :string_replace_char :integer_quot false :string_parse_to_chars :string_take :string_parse_to_chars :string_length :string_parse_to_chars :string_contains), :runtime (0.0017921959999999996 0.0017906320000000001 0.0018223799999999995 0.0017820079999999986 0.0018201200000000008), :total-error 1, :amalgamated-error 1.009007336}
{:generation 150, :program (false "" :string_concat "" :string_length :string_rest false :string_nth :string_iterate (true :string_take :string_remove_char :integer_mult :string_contains :integer_mult :in2 :boolean_not :string_replace_char :string_rest :integer_mult) :string_from_char :integer_quot :string_eq :string_remove_char :string_rest :integer_mult :in2 :string_reverse :boolean_or :integer_quot :string_length :in2 :string_parse_to_chars :integer_quot :integer_mult :string_parse_to_chars :string_replace_char :integer_quot :string_butlast :string_length :in1 :string_eq 0 :string_occurencesof_char :string_butlast :string_contains), :runtime (0.0030836280000000006 0.001785104000000001 0.0018614399999999996 0.001772456 0.0017582879999999993), :total-error 1, :amalgamated-error 1.010260916}
{:generation 151, :program (:exec_dup (:string_remove_char :boolean_and 0 false :string_butlast :integer_add :string_from_char :boolean_and :string_contains :boolean_and :string_indexof_char :string_contains :integer_quot :string_reverse :string_iterate (:boolean_not :integer_subtract :string_drop :integer_add 2 :string_occurencesof_char :string_concat :string_from_char :string_contains :string_contains :string_nth :string_contains :string_concat :string_contains_char :string_reverse :string_reverse :in2 :string_reverse :integer_eq :string_occurencesof_char :string_iterate (:string_contains :string_concat :string_eq :string_length :in1 :string_concat :in2 :string_eq :string_parse_to_chars :string_remove_char true :string_contains_char :string_contains :string_nth :in1 :integer_quot true :string_take :string_eq :string_contains :string_occurencesof_char 0)))), :runtime (0.001794124 0.001841420000000001 0.001800283999999999 0.0018285360000000008 0.0018403199999999992), :total-error 1, :amalgamated-error 1.009104684}
{:generation 152, :program (:exec_dup (:string_iterate (:boolean_and 0 :string_length :string_indexof_char :string_occurencesof_char :string_iterate (true :string_reverse :boolean_and :string_indexof_char :string_contains_char :string_contains :integer_eq :string_iterate (:boolean_not :integer_subtract :string_drop :integer_add 2 :boolean_not :string_concat :string_rest "" :string_contains :string_nth :string_contains 1 :string_contains_char :string_nth :string_reverse :in2 :string_from_char :integer_eq :string_occurencesof_char :string_iterate (:integer_eq :string_take :string_eq :string_nth :in1 :string_concat :in2 :string_eq :boolean_not :string_remove_char :integer_subtract :string_contains_char :in2 false :string_parse_to_chars :string_length :string_remove_char :string_parse_to_chars :boolean_not :string_eq :string_occurencesof_char)))))), :runtime (0.0030472160000000023 0.0030754120000000005 0.003057884000000001 0.03066908 0.0030759520000000025), :total-error 0, :amalgamated-error 0.042925544}
{:generation 153, :program (:string_nth :string_parse_to_chars :string_parse_to_chars :integer_mult :string_eq :string_rest :string_contains false :string_indexof_char :string_indexof_char :integer_eq :string_indexof_char :in2 :string_parse_to_chars :string_take :string_drop :boolean_or :string_eq false :string_butlast :string_rest :exec_dup (:boolean_not :integer_quot :integer_mult :string_parse_to_chars :string_from_char :integer_add 1 :string_concat 2 :in2 0 :string_parse_to_chars :string_length :string_eq :exec_dup (:in2))), :runtime (0.003068311999999998 0.002951668000000001 0.0018161000000000006 0.0017821799999999995 0.001881399999999999), :total-error 1, :amalgamated-error 1.01149966}
{:generation 154, :program (:string_nth :boolean_not :string_occurencesof_char :string_take :in1 :integer_mult :integer_add :in1 :string_length :string_nth :integer_add :string_remove_char :string_eq :string_take :string_drop :boolean_not :integer_eq :string_drop false "" :string_from_char :string_parse_to_chars :integer_subtract :string_from_char :in2 :string_reverse :string_from_char "abcdefghijklmnopqrstuvwxyz" :integer_add :string_eq :in2 :integer_mult :string_reverse :string_parse_to_chars :in1 :integer_mult :string_contains_char :string_drop :string_butlast :string_length :boolean_or :string_contains :in2 :string_contains_char :string_parse_to_chars false :string_length :string_contains), :runtime (0.0026012119999999994 0.0018191840000000008 0.001776604000000002 0.0017650120000000003 0.0017675760000000007), :total-error 1, :amalgamated-error 1.009729588}
{:generation 155, :program (:string_remove_char :integer_quot :string_nth :boolean_not :string_from_char :in1 :integer_subtract :in1 :string_drop :string_eq :boolean_eq :exec_dup (:string_eq :string_butlast :string_contains_char :string_reverse :exec_if (2 :string_remove_char :string_butlast :boolean_or :string_nth :string_replace_char :integer_quot :integer_quot :string_contains :string_eq false 2 :string_eq :string_replace_char :integer_add :string_occurencesof_char :string_parse_to_chars :in2 :boolean_or :in2 :string_length :integer_quot) (:string_parse_to_chars :string_length :in2 :string_parse_to_chars :string_length :string_contains :string_length :string_eq :in2 :string_from_char))), :runtime (0.0029944199999999994 0.003036852000000001 0.0030514720000000004 0.0025124560000000015 0.0027183999999999997), :total-error 0, :amalgamated-error 0.014313600000000001}
{:generation 156, :program (:integer_subtract :string_eq :string_take :string_parse_to_chars :string_butlast :boolean_eq 0 :in2 :string_parse_to_chars :string_iterate (0 :string_rest 2 :string_occurencesof_char :in2 false :string_drop :string_indexof_char :integer_quot :integer_quot :exec_dup (:string_contains :string_rest :integer_add :boolean_not :string_contains_char :boolean_eq :integer_add :string_replace_char :integer_mult :integer_eq :boolean_eq false true 2 :integer_mult :in2 :string_remove_char :string_contains :boolean_and :integer_eq :string_eq :string_rest :string_concat :string_eq :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars 0 :string_eq :string_replace_char))), :runtime (0.003106316000000001 0.0027933880000000017 0.003041883999999998 0.002957948000000001 0.003023632000000001), :total-error 0, :amalgamated-error 0.014923168000000004}
{:generation 157, :program (false :string_parse_to_chars :string_contains :in1 true :boolean_or :string_reverse :string_reverse false :string_from_char :string_parse_to_chars :string_butlast :string_contains true :string_indexof_char :string_parse_to_chars :boolean_and "" :string_butlast :string_drop :boolean_and false :in1 :string_from_char :string_drop :string_concat :string_eq :string_take :string_from_char 2 0 :string_parse_to_chars :string_contains :in2 :string_from_char :string_contains :string_parse_to_chars :boolean_eq :exec_dup (:in2 :exec_dup (:string_replace_char :string_eq :string_parse_to_chars :boolean_eq :in2 :exec_dup (:string_parse_to_chars :string_length :string_contains :string_replace_char)))), :runtime (0.003111496000000002 0.003140916 0.003068844000000001 0.003034804 0.0021657279999999974), :total-error 0, :amalgamated-error 0.014521788}
{:generation 158, :program (:integer_add 0 :string_eq :string_indexof_char :boolean_not :integer_eq :exec_if (:string_eq true :string_take :string_contains) (false :string_butlast :exec_dup (:string_contains :string_parse_to_chars :integer_mult :string_reverse :integer_mult :string_from_char 1 :integer_mult 2 false 0 :string_length :in1 :exec_dup (:string_indexof_char :integer_add :boolean_or :string_replace_char :boolean_or :exec_dup (:in2 :exec_dup (:string_parse_to_chars :string_length :string_contains)))))), :runtime (0.003115396 0.0030303440000000004 0.003012927999999999 0.0028620799999999973 0.0018424319999999987), :total-error 0, :amalgamated-error 0.013863179999999994}
{:generation 159, :program (:boolean_eq :integer_quot :string_contains :string_take :string_contains :string_iterate (:string_from_char 2 true :string_rest :string_rest 2 :string_contains :string_iterate () :exec_dup (:string_parse_to_chars :string_eq :string_concat :integer_mult :string_contains :string_rest :string_eq :boolean_not :string_iterate (:integer_quot :integer_subtract :integer_eq :string_drop :string_reverse :string_concat :in1 :string_take :string_occurencesof_char :string_drop "" :string_indexof_char :integer_add :string_occurencesof_char "abcdefghijklmnopqrstuvwxyz" :string_length :string_remove_char :boolean_or 1 :integer_eq :integer_mult :string_length :integer_subtract :boolean_or :integer_quot :string_drop :string_iterate (:string_rest :in2 :exec_dup (:string_parse_to_chars :string_length :string_contains)))))), :runtime (0.0018496399999999992 0.0018559639999999988 0.001771539999999999 0.0018268119999999988 0.0018052639999999994), :total-error 0, :amalgamated-error 0.009109219999999994}
{:generation 160, :program (:string_remove_char :integer_quot :string_contains false :string_butlast :integer_add :string_reverse :in1 :string_replace_char :string_indexof_char :string_drop :string_replace_char :string_replace_char :string_eq :integer_eq :string_occurencesof_char :integer_eq :integer_mult :string_butlast :boolean_eq :string_contains :string_concat :boolean_eq :integer_add :string_nth :string_concat :string_length "" :string_concat :string_remove_char :string_parse_to_chars :integer_mult :string_from_char :string_length 0 1 :string_rest :in2 :string_parse_to_chars :string_length :integer_mult :string_length 1 :string_length :string_parse_to_chars :string_length :in2 :string_drop :string_parse_to_chars :string_eq :string_length :string_parse_to_chars :string_contains), :runtime (0.0031697359999999985 0.0031013920000000006 0.0030499040000000035 0.003043912 0.002998271999999997), :total-error 0, :amalgamated-error 0.015363215999999999}
{:generation 161, :program (:string_contains false :string_parse_to_chars :string_contains :in1 :boolean_or :string_reverse "" :string_reverse :string_butlast :string_indexof_char :boolean_and :string_contains :boolean_and "" :string_butlast :string_drop :boolean_and false :string_from_char :string_concat :string_eq :string_take :string_from_char 0 :string_replace_char :string_parse_to_chars :string_contains :boolean_eq :in2 :exec_dup (0 :string_replace_char :integer_mult :string_butlast :string_eq :string_parse_to_chars :boolean_eq :in2 :integer_quot :exec_dup (:string_parse_to_chars :string_length :integer_add :string_contains :string_replace_char))), :runtime (0.003100012000000001 0.0031004640000000007 0.0030978600000000005 0.0030172439999999997 0.0018978279999999992), :total-error 0, :amalgamated-error 0.014213408000000002}
{:generation 162, :program (false :string_parse_to_chars :string_contains :in1 :boolean_or :string_reverse :string_replace_char "" :string_butlast :string_indexof_char :boolean_and :string_parse_to_chars :integer_add "" :string_butlast :string_drop :boolean_and false :string_from_char false :string_concat :string_eq :string_take :string_from_char :string_replace_char :string_parse_to_chars false :string_contains :boolean_eq :string_replace_char :string_take :string_eq :string_parse_to_chars :integer_quot :boolean_eq :in2 :integer_quot :exec_dup (:string_replace_char :string_parse_to_chars :string_length :integer_add :string_contains :string_replace_char)), :runtime (0.002954432000000001 0.00303696 0.0030443680000000004 0.003015419999999999 0.0030079199999999986), :total-error 0, :amalgamated-error 0.0150591}
{:generation 163, :program (:string_remove_char :string_contains :integer_mult :string_replace_char :string_parse_to_chars :string_butlast :in2 :string_rest false :string_drop :string_replace_char :string_replace_char :string_eq :string_parse_to_chars :boolean_or :boolean_and :string_eq :integer_mult 0 :integer_quot :string_remove_char :integer_add :string_contains :string_contains :string_parse_to_chars :string_from_char :in1 :in2 :boolean_or :string_from_char :string_contains :boolean_eq :string_replace_char :string_remove_char :string_length :string_length :string_parse_to_chars), :runtime (0.006147323999999995 0.003065872 0.04514418400000003 0.0021803599999999984 0.0030505319999999986), :total-error 0, :amalgamated-error 0.059588272000000025}
{:generation 164, :program (:boolean_and :integer_quot false :string_contains_char :boolean_and :string_reverse :in2 :string_indexof_char :string_contains :string_remove_char 0 :string_drop false :string_replace_char :string_remove_char :exec_dup (:string_eq :string_concat :integer_mult :string_eq :boolean_eq :string_butlast :in2 :boolean_eq :integer_quot :string_from_char :string_remove_char :string_contains :boolean_eq :string_replace_char :string_remove_char :boolean_not :integer_subtract :string_reverse :boolean_or :string_drop false :in2 0 2 :integer_mult :integer_quot :string_occurencesof_char :boolean_and :boolean_or :string_parse_to_chars :string_length false :string_contains :boolean_or :string_reverse :string_nth :string_contains :string_parse_to_chars)), :runtime (0.002949991999999998 0.0030064399999999974 0.0030385520000000004 0.003065488000000002 0.002742216), :total-error 0, :amalgamated-error 0.014802687999999998}
{:generation 165, :program (:string_remove_char :integer_mult :string_replace_char :string_remove_char :string_parse_to_chars :string_butlast :in2 :string_rest false :integer_eq :string_drop :string_replace_char :string_replace_char :string_eq :string_parse_to_chars :boolean_or :string_from_char :boolean_and :string_eq :integer_mult 0 :integer_quot :string_remove_char :integer_add :string_contains :string_contains :string_parse_to_chars :string_from_char :in1 :in2 :boolean_or :string_contains :boolean_eq :string_replace_char :string_contains :string_length :string_length :string_parse_to_chars), :runtime (0.002995964000000001 0.003053039999999999 0.0030857640000000017 0.003070951999999999 0.002969156000000001), :total-error 0, :amalgamated-error 0.015174876}
{:generation 166, :program (:string_nth :string_nth :in2 :integer_add :integer_mult :string_iterate (:string_nth :integer_add :boolean_and :string_take :integer_quot :string_iterate (:string_parse_to_chars :integer_add :in1 :string_butlast :string_nth :boolean_and) :string_from_char 2) :string_butlast :string_remove_char :string_contains :exec_dup ("abcdefghijklmnopqrstuvwxyz" :string_replace_char :string_rest false :string_contains "" :string_concat :string_eq :string_occurencesof_char :in2 :string_reverse :in2 :string_indexof_char :in2 :exec_dup (:string_take :exec_dup (:string_rest :in2 :string_contains :string_parse_to_chars 0 :string_length :string_eq :string_length)))), :runtime (0.0030964479999999977 0.0030380360000000005 0.003093948000000002 0.003137080000000001 0.004344775999999998), :total-error 0, :amalgamated-error 0.016710287999999997}
{:generation 167, :program (:string_take :integer_add :integer_mult :boolean_not :string_take :string_eq :boolean_and :string_contains :string_butlast :string_indexof_char :string_nth :in1 :string_nth :in1 :string_concat :boolean_eq :string_eq :string_reverse :string_contains_char :string_contains :string_occurencesof_char :string_contains :boolean_or :exec_if (:in1 :string_take :string_contains 1 "abcdefghijklmnopqrstuvwxyz" :in2 :integer_add 1 :string_eq :string_eq true :string_replace_char :boolean_or :string_contains :exec_dup (0 :boolean_or :in2 :string_contains 0 :string_parse_to_chars :exec_dup (:string_length :string_eq))) ()), :runtime (0.003134048000000001 0.0031134000000000005 0.002684304 0.001790687999999999 0.0017761120000000003), :total-error 0, :amalgamated-error 0.012498552}
{:generation 168, :program (2 :exec_if (false :string_contains_char :string_indexof_char :string_contains_char :boolean_and :string_replace_char) (:string_contains :string_indexof_char :string_butlast :in2 :string_occurencesof_char :string_butlast :exec_dup (:string_reverse :exec_dup (:string_iterate (:string_contains false :string_from_char 0 :string_reverse :string_rest :integer_mult :integer_mult :integer_add :string_concat 1 :string_eq "" :string_contains :in2 true :boolean_eq false) :boolean_eq 2 :string_from_char :string_parse_to_chars 1 :string_length :string_parse_to_chars :string_contains :string_parse_to_chars :string_length :in1 :string_eq :string_length 0 "abcdefghijklmnopqrstuvwxyz" :in2 :string_parse_to_chars)))), :runtime (0.003065708000000002 0.003035351999999998 0.0030787399999999986 0.003049523999999997 0.003089963999999998), :total-error 0, :amalgamated-error 0.015319287999999993}
{:generation 169, :program (:in2 :string_occurencesof_char :integer_mult :string_take :integer_mult :integer_quot :boolean_or :exec_if (2 :in1 :string_contains true :boolean_and :string_contains :string_remove_char :integer_eq :string_reverse :in1 :boolean_eq true :integer_quot :boolean_and :boolean_not :string_reverse :in1 true :string_eq true :string_parse_to_chars :in2 :boolean_not :boolean_eq :string_indexof_char "" :string_eq :in2 :string_parse_to_chars :string_take :in1 :in2 :string_parse_to_chars :string_remove_char :in2 :in2 :in2 :in2 :boolean_or 1 :string_parse_to_chars :string_parse_to_chars :string_length :string_eq) ()), :runtime (0.001784463999999999 0.0018229679999999995 0.0018449679999999996 0.0018206 0.0018174559999999988), :total-error 1, :amalgamated-error 1.009090456}
{:generation 170, :program (:string_nth :string_contains :integer_add 1 :string_butlast :integer_quot :string_butlast 0 1 :string_contains :integer_subtract :string_contains 0 :boolean_or :string_indexof_char :string_drop :boolean_not :integer_mult :string_contains :integer_quot :string_indexof_char :string_from_char :string_contains_char :exec_dup (:string_remove_char :string_rest :string_drop :string_contains :integer_mult :integer_eq 2 :in1 :string_eq) :integer_mult :string_eq :integer_add :integer_add :string_butlast :boolean_eq true :string_indexof_char :string_parse_to_chars :in2 :string_parse_to_chars :string_from_char :string_parse_to_chars :boolean_and :string_occurencesof_char false :string_occurencesof_char :string_length :string_eq :in2 ""), :runtime (0.0019510319999999986 0.0017755039999999996 0.0017803519999999983 0.0017675600000000005 0.0017766120000000003), :total-error 1, :amalgamated-error 1.00905106}
{:generation 171, :program (:in2 :string_contains "" :string_concat :string_concat :string_eq :string_take :string_replace_char :integer_mult :string_parse_to_chars :boolean_or :in2 :boolean_not :string_from_char :boolean_and :string_eq :integer_mult :string_reverse :string_drop :string_eq :string_drop :string_reverse :string_parse_to_chars :string_rest :string_length :integer_quot :string_remove_char :string_replace_char :string_contains 0 :integer_eq :string_from_char :string_contains :string_contains 1 :string_parse_to_chars :string_butlast :string_iterate (:in2) :string_parse_to_chars :string_length :string_contains :in2 :string_parse_to_chars :string_contains_char), :runtime (0.003037071999999996 0.0029585040000000003 0.003026156000000002 0.0030293560000000013 0.0029481559999999995), :total-error 0, :amalgamated-error 0.014999243999999998}
{:generation 172, :program (:in2 :string_contains "" :string_concat :string_concat :string_eq :string_take :string_replace_char :integer_mult :string_parse_to_chars :boolean_or :in2 :boolean_not :string_from_char :boolean_and :string_eq :integer_mult :string_reverse :string_drop :string_eq :string_drop :string_reverse :string_parse_to_chars :string_rest :string_length :integer_quot :string_remove_char :string_replace_char :integer_eq :string_contains 0 :integer_eq :string_from_char :string_contains :string_contains :string_parse_to_chars :string_butlast :string_iterate (:in2) :string_parse_to_chars :string_length :string_contains :in2 :string_parse_to_chars :string_contains_char), :runtime (0.003163651999999999 0.003172511999999998 0.003078996 0.003033712000000002 0.0030013800000000027), :total-error 0, :amalgamated-error 0.015450252000000003}
{:generation 173, :program (:string_contains :string_indexof_char true :string_contains :string_contains :string_replace_char :integer_mult :string_remove_char :string_indexof_char :string_occurencesof_char :in1 :string_iterate (:string_parse_to_chars :string_length false :string_occurencesof_char :integer_subtract :string_rest :string_rest 2 :string_drop :string_contains :string_reverse :boolean_and :integer_subtract :string_remove_char) 0 :string_concat :integer_eq :string_eq :string_take :string_drop :in2 :boolean_not :boolean_eq :string_concat :boolean_or :in2 :in2 :string_contains_char :string_parse_to_chars :string_contains_char :string_nth :string_parse_to_chars :in1 :exec_dup (:integer_add :string_parse_to_chars :string_length :string_eq :string_length)), :runtime (0.003042083999999999 0.0030917399999999995 0.0029542880000000002 0.0030343199999999996 0.0031991560000000003), :total-error 0, :amalgamated-error 0.015321587999999999}
{:generation 174, :program (:string_take :string_contains_char :string_rest :string_iterate (:string_reverse :boolean_and :string_parse_to_chars false 1 :string_eq :string_concat :boolean_and :string_occurencesof_char "" :string_concat :string_parse_to_chars :string_contains :string_replace_char "" :string_indexof_char :string_from_char :string_take 1 :string_eq 2) :boolean_not :string_concat :integer_eq true :string_rest :integer_quot :boolean_not :string_indexof_char :string_reverse true 2 :in1 :string_remove_char :string_reverse :integer_add :string_rest :in2 :string_contains_char :string_replace_char :string_contains :string_take :in2 :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :in2 :string_nth :string_eq :string_eq), :runtime (0.0018159199999999993 0.001805787999999999 0.0018053600000000004 0.0018450839999999994 0.0018264279999999995), :total-error 1, :amalgamated-error 1.00909858}
{:generation 175, :program (:string_parse_to_chars :string_contains :string_from_char :integer_quot "" :string_rest :string_length :string_contains_char :integer_subtract :string_remove_char :string_take :boolean_not :string_replace_char :boolean_and :exec_if (:string_occurencesof_char :integer_eq :integer_add :integer_mult 1 :integer_eq :in1 :string_contains :string_contains :boolean_and 0 :string_take true :string_parse_to_chars 0 :string_remove_char :string_eq :string_parse_to_chars :string_contains 0 :string_contains :string_eq :string_indexof_char :integer_quot :string_eq :string_replace_char) (:exec_dup (:exec_if (:string_parse_to_chars :boolean_and :string_butlast :string_length :boolean_not :exec_dup (:string_concat :in2 :in2 :string_rest :string_parse_to_chars :string_from_char :string_eq)) ()))), :runtime (0.0020718119999999997 0.0018564799999999998 0.001834968000000001 0.00184958 0.0018191279999999997), :total-error 1, :amalgamated-error 1.009431968}
{:generation 176, :program (:in2 :string_occurencesof_char :string_occurencesof_char :string_replace_char :integer_mult :boolean_eq 2 :integer_subtract :string_contains :integer_eq :integer_mult :integer_mult :string_occurencesof_char :boolean_eq 0 :exec_if (:string_contains :integer_add :string_drop :integer_mult :string_parse_to_chars 2 2 :in1 true :string_eq :integer_mult :integer_add :string_remove_char :string_drop :integer_add :exec_dup ("" false :string_eq :exec_dup (:in2 :string_concat :string_parse_to_chars :string_length :string_take :in2 :in1 :in2 :string_length :string_remove_char :exec_dup (1 :string_eq)))) ()), :runtime (0.001801723999999998 0.0017959320000000003 0.0018347279999999994 0.001826364 0.0017793920000000007), :total-error 1, :amalgamated-error 1.00903814}
{:generation 177, :program (:string_take false :string_occurencesof_char :string_contains :string_rest :string_from_char :string_remove_char :string_replace_char :boolean_or :string_iterate (:string_occurencesof_char :string_contains_char) 2 :integer_subtract :in2 :string_contains_char :string_concat :in1 :string_contains :string_rest :string_reverse 2 :integer_quot :string_contains :string_contains :string_reverse :boolean_not :string_contains :string_rest :string_concat :in1 :string_parse_to_chars :string_concat "abcdefghijklmnopqrstuvwxyz" :string_length :string_parse_to_chars :boolean_eq 2 :integer_quot :string_indexof_char :integer_quot :string_contains_char :in2 :integer_mult :in2 2 :boolean_not :boolean_not 0 :string_parse_to_chars :in2 :string_rest 0 :in2 :exec_dup (:string_length :string_eq :string_parse_to_chars :string_eq :string_iterate ())), :runtime (0.0030553040000000026 0.0030405639999999973 0.0030571800000000005 0.0031181479999999994 0.003113276000000001), :total-error 0, :amalgamated-error 0.015384472000000001}
{:generation 178, :program (:string_take :string_indexof_char :integer_subtract :string_contains :string_reverse :string_iterate (:string_nth :string_replace_char :integer_quot :string_rest :string_occurencesof_char :string_contains_char) :string_reverse :in2 :integer_subtract :in2 :string_rest :string_occurencesof_char :in1 :exec_dup (:string_contains :in2 2 :boolean_not :string_length :string_contains :string_remove_char :boolean_not) :in1 :string_parse_to_chars :string_concat :string_length :string_parse_to_chars :boolean_eq :integer_quot :string_indexof_char :string_contains_char :boolean_not 0 :string_parse_to_chars :in2 :string_rest 0 :in2 :string_length :string_parse_to_chars :string_eq :string_iterate ()), :runtime (0.0030185879999999987 0.0030175920000000025 0.0018951639999999987 0.0017994839999999992 0.0017927319999999998), :total-error 1, :amalgamated-error 1.01152356}
{:generation 179, :program ("" :integer_add :integer_quot :exec_dup (:integer_eq :string_rest :integer_quot :string_eq :string_reverse 0 :string_reverse) :string_reverse :string_from_char :exec_if (:integer_add :string_take :boolean_and :string_reverse :integer_eq :string_take :integer_eq :boolean_or :integer_subtract :integer_subtract :string_from_char :string_contains :string_contains 2 1 :string_rest 1 :in2 :string_replace_char :string_replace_char :string_replace_char :string_remove_char :integer_quot :string_parse_to_chars 2 :string_length :string_contains :string_nth :string_parse_to_chars :string_butlast :exec_dup (:string_contains :string_length :string_parse_to_chars)) ()), :runtime (0.0018044919999999996 0.0030783240000000008 0.003145408000000002 0.003178183999999999 0.003061736000000002), :total-error 0, :amalgamated-error 0.014268144000000003}
{:generation 180, :program (:in2 :string_indexof_char :string_remove_char :string_rest :string_from_char :string_butlast :string_reverse :string_occurencesof_char :boolean_eq :boolean_or :boolean_eq :string_contains 2 :string_reverse :string_from_char :string_remove_char :in1 :string_parse_to_chars :boolean_and :in1 2 :string_indexof_char :boolean_not :string_from_char :exec_if (:string_contains :string_rest :string_concat :in2 :string_parse_to_chars :integer_eq 0 :integer_quot) (:string_contains :in2 :string_remove_char :string_parse_to_chars :string_length 1 :string_eq) :string_length :string_eq 1 :string_length), :runtime (0.0030059080000000016 0.0030417320000000005 0.003063296000000003 0.003022656000000001 0.0030819640000000004), :total-error 0, :amalgamated-error 0.015215556000000005}
