{:generation 0, :program (:string_occurencesof_char :integer_mult :string_reverse :string_from_char :string_parse_to_chars :string_length :string_replace_char :string_nth 1 :string_replace_char :string_rest :string_rest :exec_if (:string_butlast :boolean_or :string_contains_char :string_contains_char :string_remove_char :exec_dup (:integer_subtract "b" :string_butlast :string_indexof_char :integer_quot :string_occurencesof_char :in1 :string_drop :string_rest :string_nth :integer_mult 1 :string_reverse :string_occurencesof_char :string_iterate ("a" :string_take :integer_add "" :string_reverse :string_eq "b" :string_take :integer_eq :string_drop :string_concat :integer_subtract :string_indexof_char :boolean_or :integer_add) :string_reverse true :integer_mult 1 :string_drop true true :string_contains :boolean_not "b" :string_contains :string_concat :boolean_not :string_from_char :integer_add :string_from_char :boolean_eq :string_length :string_occurencesof_char :string_remove_char :string_butlast :string_butlast :boolean_and "abcdefghijklmnopqrstuvwxyz" :string_remove_char :integer_eq true :boolean_and :string_from_char :boolean_eq :string_nth "" :integer_quot "a" :string_contains_char :string_nth :string_replace_char :string_indexof_char "a" :string_nth)) ()), :runtime (0.003261468 0.0033213839999999967 0.003197548000000001 0.0032047200000000003 0.003187452000000001 0.0031833480000000008 0.003166432), :total-error 2, :amalgamated-error 2.022522352}
{:generation 150, :program (:in1 :string_iterate (:integer_quot "b" :integer_quot :boolean_eq :string_replace_char true "a" "" true "a" true "abcdefghijklmnopqrstuvwxyz" :string_length :string_rest true :string_contains true true :string_nth :string_butlast :string_contains :string_replace_char :string_reverse :string_indexof_char) :string_concat true :exec_dup (:string_butlast) :integer_eq :boolean_not :string_eq :boolean_or :boolean_eq "abcdefghijklmnopqrstuvwxyz" 0 false :string_concat "abcdefghijklmnopqrstuvwxyz" :string_rest :string_concat false false :string_rest), :runtime (0.003205316000000001 0.00234498 0.0018498160000000004 0.001836332 0.0018279479999999992 0.0018228559999999988 0.00187334), :total-error 1, :amalgamated-error 1.014760588}
{:generation 151, :program (:in1 :string_iterate (:string_iterate (:integer_quot :string_occurencesof_char :string_nth :boolean_not :string_rest :string_contains :string_occurencesof_char true :string_take "a" :string_remove_char :string_contains true :string_nth :string_reverse true :string_indexof_char :string_drop true :string_take :integer_mult :string_contains :string_rest :string_contains :integer_add :string_drop :string_contains_char :string_eq) :string_concat :string_indexof_char :boolean_or) :integer_quot :string_contains :string_butlast false :string_replace_char :string_replace_char false :integer_add :integer_quot :integer_eq :boolean_eq "abcdefghijklmnopqrstuvwxyz" :string_take :string_rest false), :runtime (0.003203484 0.003136696000000001 0.003165680000000002 0.0031686879999999976 0.003177552000000001 0.0031814200000000008 0.0031512840000000003), :total-error 0, :amalgamated-error 0.022184804000000002}
{:generation 152, :program (:in1 :string_iterate ("abcdefghijklmnopqrstuvwxyz" :string_contains :string_drop :string_contains true :in1 true :string_butlast :string_length :string_indexof_char :in1 :string_reverse true true :string_concat :string_parse_to_chars :string_concat :string_contains :in1 :string_take 1 :string_reverse true :string_replace_char :string_parse_to_chars :integer_mult :string_parse_to_chars :string_eq :string_concat) "a" true :integer_eq :string_contains false :string_contains_char :string_eq :boolean_or :string_concat :string_parse_to_chars :string_contains_char "b" :integer_add :string_contains :integer_add :in1), :runtime (0.0032367319999999974 0.003205935999999999 0.0031985399999999993 0.0032926719999999987 0.003286452 0.0032053119999999997 0.0031674440000000028), :total-error 0, :amalgamated-error 0.022593087999999994}
{:generation 153, :program (:in1 :string_iterate ("b" :string_drop :string_occurencesof_char :integer_mult true :in1 :string_contains :integer_subtract 1 :boolean_and :string_occurencesof_char true :string_contains :string_contains :string_reverse :string_parse_to_chars :string_concat :boolean_and :string_occurencesof_char :boolean_or :integer_add :string_rest true) :string_indexof_char :boolean_and "abcdefghijklmnopqrstuvwxyz" 0 :string_eq :string_contains :boolean_or "b" false "" false false false :string_length :integer_subtract :string_butlast :integer_add :string_eq :boolean_or), :runtime (0.0031108920000000005 0.0031709520000000008 0.003147476000000002 0.002096368000000001 0.0018745480000000002 0.0018331920000000008 0.0018814240000000007), :total-error 1, :amalgamated-error 1.017114852}
{:generation 154, :program (:in1 1 :string_iterate (:string_occurencesof_char :integer_quot :string_drop true :integer_eq "a" :string_remove_char :string_parse_to_chars :integer_add :string_length true :string_indexof_char :string_take :string_concat :string_contains_char :string_butlast :string_concat :string_indexof_char :boolean_eq :string_length true :string_contains :string_indexof_char :string_iterate (:string_length "a" "abcdefghijklmnopqrstuvwxyz" :string_remove_char :string_rest :string_drop :string_contains :integer_subtract :string_contains)) :exec_dup (:string_eq "abcdefghijklmnopqrstuvwxyz" false false :string_contains_char :boolean_or false :string_parse_to_chars :string_parse_to_chars :string_replace_char :string_concat :boolean_and false)), :runtime (0.0019176359999999988 0.0018470679999999992 0.0019061119999999989 0.0018527999999999997 0.0018366679999999992 0.001917668 0.0018576079999999995), :total-error 1, :amalgamated-error 1.01313556}
{:generation 155, :program (:in1 :string_iterate (:integer_add "b" "b" :boolean_not :in1 :string_contains "" :string_take :string_indexof_char true :in1 1 :string_contains true :string_contains :string_eq "" true :string_take :boolean_eq :string_concat :string_drop true :integer_quot :string_drop :string_parse_to_chars) :integer_eq :string_occurencesof_char :string_contains :string_parse_to_chars :string_remove_char :integer_eq :string_contains_char :string_nth :string_occurencesof_char :integer_eq :boolean_eq :integer_subtract :integer_add "a" false :exec_dup (false :string_contains_char :string_nth "" :string_rest :string_concat :string_rest :integer_subtract :boolean_and :string_remove_char :string_remove_char "" :string_butlast :string_length :string_parse_to_chars)), :runtime (0.003084268000000002 0.0032091640000000013 0.0032063919999999993 0.0032315679999999993 0.0032295840000000006 0.0031702719999999983 0.0021367239999999983), :total-error 0, :amalgamated-error 0.021267972}
{:generation 156, :program (:in1 :string_iterate (:string_eq :string_concat :string_drop :string_concat true :in1 :integer_quot true :string_concat :integer_subtract 1 :integer_eq :integer_subtract :string_remove_char :string_contains :integer_subtract :string_contains :string_concat :string_occurencesof_char :string_drop :string_drop :integer_add :string_iterate (:integer_add) :integer_eq :integer_add :integer_add :string_nth) 1 :string_indexof_char 0 :in1 :boolean_and 0 0 :boolean_or :string_remove_char :string_reverse "" false :integer_mult :string_parse_to_chars :integer_eq :boolean_and :string_take), :runtime (0.0020496959999999993 0.0032513399999999984 0.002881139999999999 0.0032055160000000016 0.00322762 0.0031968439999999986 0.0031591639999999973), :total-error 0, :amalgamated-error 0.020971319999999995}
{:generation 157, :program (:in1 :string_iterate (:string_indexof_char :in1 :integer_quot :integer_subtract :string_occurencesof_char :string_iterate (:boolean_and :string_indexof_char :boolean_or :string_contains :integer_eq :integer_quot :boolean_eq :string_rest :string_occurencesof_char 0 :string_take :string_replace_char :string_length :string_replace_char :string_from_char true :string_length) 0) :exec_dup (true :string_reverse :string_eq 1 1) :string_parse_to_chars :string_concat :boolean_not 0 false 1 :integer_subtract false :boolean_eq false :exec_dup (false :string_contains)), :runtime (0.0032000080000000007 0.003133291999999999 0.003163040000000001 0.0032202279999999986 0.0031831399999999997 0.003188548 0.0031720079999999983), :total-error 0, :amalgamated-error 0.022260263999999995}
{:generation 158, :program (:in1 :string_iterate (:integer_quot :string_occurencesof_char :integer_quot :integer_eq :in1 :string_parse_to_chars :boolean_eq :string_occurencesof_char 1 :string_contains 1 "a" :string_take "" :string_take :boolean_and :string_take :string_drop :string_eq :string_reverse :string_occurencesof_char true :integer_subtract) 1 :boolean_eq :string_from_char :string_replace_char :string_contains_char :string_parse_to_chars :string_parse_to_chars :string_from_char :string_parse_to_chars :integer_eq false :boolean_eq false :exec_dup (:string_drop false :string_concat :string_butlast false :integer_subtract :integer_eq :integer_add :string_drop :integer_mult "" :string_length)), :runtime (0.003201396 0.003250771999999999 0.0019500159999999993 0.0018605000000000006 0.001852215999999999 0.0018610800000000002 0.0019027879999999997), :total-error 1, :amalgamated-error 1.015878768}
{:generation 159, :program (:in1 :string_iterate (:string_butlast :string_rest "" :string_rest :integer_subtract :boolean_eq :integer_eq true :string_rest true :integer_subtract :string_remove_char :string_reverse 1 :integer_add :string_replace_char :string_from_char :string_contains_char :string_indexof_char :string_from_char "a" :string_drop :string_drop :string_replace_char) :string_contains :string_drop :string_contains :string_concat "" false :string_occurencesof_char :string_rest :string_contains :string_replace_char :exec_if ("abcdefghijklmnopqrstuvwxyz" :integer_add false :string_reverse :string_contains_char :string_contains :integer_eq false :string_length :string_take false) ()), :runtime (0.0018490159999999993 0.0019176680000000015 0.0019590560000000007 0.0018465040000000001 0.0018317759999999996 0.0018934519999999997 0.00184294), :total-error 1, :amalgamated-error 1.013140412}
{:generation 160, :program (:in1 :string_iterate (:integer_quot :integer_quot :string_occurencesof_char :string_reverse "b" :string_replace_char :in1 :integer_subtract :string_take "" :string_contains :integer_quot :string_nth true :integer_subtract :string_parse_to_chars :in1 true :string_butlast true :string_contains :integer_mult :string_length :string_indexof_char :integer_quot :integer_quot) true :string_reverse :string_length :string_parse_to_chars :string_parse_to_chars :boolean_not :string_contains :string_indexof_char 0 :string_reverse "b" false "abcdefghijklmnopqrstuvwxyz" :string_drop :string_from_char :string_parse_to_chars :boolean_or false false false false :integer_eq :string_remove_char), :runtime (0.0031702519999999993 0.003229432 0.003205456000000001 0.003154924000000001 0.003104252 0.03461957599999998 0.0031851079999999973), :total-error 0, :amalgamated-error 0.05366899999999998}
{:generation 161, :program (:in1 :in1 :string_iterate (true :string_reverse :string_indexof_char :integer_quot :string_remove_char :string_take :integer_subtract :boolean_eq :string_occurencesof_char :string_parse_to_chars "b" :string_nth :string_contains_char 1 :integer_subtract :string_eq :string_contains_char :string_concat :integer_quot :integer_add :string_contains :string_remove_char :in1 true :integer_subtract :string_reverse :string_replace_char 1 :integer_quot :string_contains_char :string_rest :string_from_char :string_from_char) false false true :string_reverse :string_indexof_char :integer_mult false :string_reverse :string_replace_char :in1 "a" :string_drop :string_butlast :string_from_char :string_butlast false :integer_subtract :exec_dup (:integer_mult :integer_mult false :string_butlast :integer_mult false)), :runtime (0.0031911520000000005 0.0031884999999999986 0.003172843999999997 0.0031851880000000007 0.003265819999999997 0.003165992000000002 0.0031850479999999994), :total-error 0, :amalgamated-error 0.022354543999999997}
{:generation 162, :program (:string_concat :in1 :string_iterate (true :string_rest :integer_subtract :in1 :string_occurencesof_char :integer_subtract :string_concat :string_occurencesof_char :string_eq :string_remove_char :integer_add false :string_length 1 :string_nth :string_contains :string_indexof_char "b" :string_reverse :string_remove_char :in1 :string_from_char :string_contains) :integer_add :string_eq :integer_mult :integer_eq :string_concat :string_length :string_from_char :string_eq :integer_quot false :boolean_not :string_eq 0 0 "a" :string_drop :string_drop :string_indexof_char :string_butlast :integer_add :string_nth :string_butlast :string_indexof_char :string_take :integer_eq false "" :string_parse_to_chars :string_occurencesof_char :string_indexof_char false :boolean_not :in1 false :integer_add), :runtime (0.0031408800000000013 0.008705304000000002 0.0032235520000000032 0.003275792 0.0032857040000000013 0.0032757839999999995 0.003266807999999999), :total-error 0, :amalgamated-error 0.028173824000000007}
{:generation 163, :program (:in1 :string_iterate (:string_butlast :string_parse_to_chars :string_butlast :integer_quot "a" 1 true :string_rest :string_length true :string_eq :integer_eq :string_eq 1 true :boolean_or :string_take :string_take "a" :string_concat "a" :string_drop :string_butlast :boolean_eq 1 :string_length) :string_length :string_replace_char :boolean_eq :integer_eq :string_from_char :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars 0 false :string_contains "abcdefghijklmnopqrstuvwxyz" :string_contains_char false :integer_mult :boolean_not :integer_eq :boolean_and :integer_quot :string_rest 1 false :integer_eq :integer_mult), :runtime (0.0032789680000000015 0.003273416 0.0032198840000000014 0.001910916000000001 0.0018450479999999997 0.0019050319999999994 0.0018934760000000003), :total-error 1, :amalgamated-error 1.01732674}
{:generation 164, :program (:string_concat :in1 :string_iterate (:string_rest :integer_subtract :in1 :string_contains :string_occurencesof_char :integer_subtract :string_concat :string_occurencesof_char :string_eq :integer_subtract :string_nth :string_remove_char :integer_add false :string_length 1 :string_nth :string_contains :string_indexof_char "b" :string_reverse :string_remove_char :in1 :string_from_char :string_contains) :string_eq :integer_mult :integer_eq :string_length :integer_quot :string_contains_char false :string_replace_char :boolean_not false :string_eq 0 0 "a" :integer_quot :string_reverse :string_drop :string_drop :string_indexof_char :string_butlast "a" :string_nth :string_indexof_char :boolean_and :integer_eq false "" :string_parse_to_chars :string_occurencesof_char :boolean_or :integer_quot :string_indexof_char false :in1 false), :runtime (0.0032082039999999975 0.007453312000000002 0.0033276680000000006 0.003332496 0.0032699839999999997 0.0032120519999999995 0.00316482), :total-error 0, :amalgamated-error 0.026968535999999998}
{:generation 165, :program (:in1 :in1 :string_iterate (true :string_occurencesof_char :integer_quot :integer_quot :string_parse_to_chars :string_length :string_concat true :string_rest "" true :integer_quot "" :string_length :string_concat :string_concat :string_contains true :string_indexof_char :string_remove_char true :boolean_or :string_remove_char :string_parse_to_chars :string_reverse 1 :string_butlast "abcdefghijklmnopqrstuvwxyz") :string_length :string_from_char :integer_add :integer_subtract :string_rest :integer_subtract :boolean_eq :string_parse_to_chars :string_contains "" false :string_eq :string_indexof_char false :string_parse_to_chars :string_take 1 :string_length :string_parse_to_chars :integer_mult false), :runtime (0.0024902479999999974 0.0018945280000000006 0.0019098639999999998 0.0018450440000000008 0.0018946720000000013 0.0019888719999999996 0.0018249400000000002), :total-error 1, :amalgamated-error 1.013848168}
{:generation 166, :program (:in1 :string_iterate (:string_replace_char :string_eq :boolean_not :string_contains :string_rest :integer_add :string_eq true :string_rest true "b" :integer_quot :string_drop :integer_subtract :in1 :string_concat "" :string_occurencesof_char true :string_nth true :integer_eq :string_drop :string_replace_char :string_reverse :in1 :string_length :string_length :string_remove_char :string_replace_char) :integer_eq :integer_quot :in1 :in1 :string_replace_char false "b" false :string_take :string_contains 0 :string_length false false :string_drop :string_drop false :string_remove_char), :runtime (0.001890372 0.0018350119999999996 0.0018301560000000008 0.0018355000000000001 0.0018218159999999989 0.0018344360000000007 0.0018649399999999994), :total-error 1, :amalgamated-error 1.012912232}
{:generation 167, :program (:in1 :string_iterate (:integer_quot true :string_butlast :in1 :string_rest 0 :string_eq :string_butlast true :string_take "a" :string_indexof_char "" :integer_mult :string_eq :string_remove_char :string_reverse 0 true :string_contains true :string_take :string_rest :string_occurencesof_char :string_occurencesof_char :string_rest :integer_quot :integer_add :string_parse_to_chars true) :string_length :string_indexof_char :integer_eq 1 "b" :boolean_not "" :string_contains :integer_eq false :string_concat :string_length :integer_mult :string_parse_to_chars :string_nth "b" false :string_butlast :string_occurencesof_char false :string_remove_char), :runtime (0.0018998759999999998 0.001893288 0.001837883999999999 0.001836952 0.0018972559999999989 0.0018302799999999992 0.001993615999999999), :total-error 1, :amalgamated-error 1.013189152}
{:generation 168, :program (:in1 :string_iterate (:string_length :string_take :string_occurencesof_char :string_occurencesof_char :string_occurencesof_char :string_rest true "" :string_indexof_char :string_from_char :string_remove_char true :string_parse_to_chars "a" :string_remove_char "" :integer_mult :integer_add "a" :string_drop :string_parse_to_chars :string_nth) :string_replace_char 1 :boolean_and "" "a" :string_from_char 1 :exec_dup () :string_rest :in1 :string_take :exec_dup () false :string_contains :string_concat :boolean_or false 0 :string_concat :boolean_eq :boolean_eq :in1 :string_replace_char :integer_eq :string_parse_to_chars :string_indexof_char false :string_rest :in1), :runtime (0.0018912759999999988 0.0018398160000000004 0.0018314360000000005 0.001831999999999999 0.001893616 0.0018179199999999996 0.0018991599999999993), :total-error 1, :amalgamated-error 1.013005224}
{:generation 169, :program (:in1 :string_iterate (:string_nth :string_butlast :string_drop :integer_eq false :string_rest :string_indexof_char :string_eq :string_butlast "a" :string_rest "" :integer_subtract :string_remove_char :string_reverse :string_rest :integer_mult true :string_take :boolean_or :string_occurencesof_char) true :integer_add :string_parse_to_chars "b" :integer_mult :in1 :boolean_and :integer_quot :boolean_not "" :string_contains :string_contains :string_indexof_char :string_occurencesof_char :integer_add 0 :integer_mult :string_parse_to_chars false :string_butlast false false false), :runtime (0.002667340000000001 0.001848496 0.001849032 0.0018509320000000002 0.0019160799999999995 0.0018402320000000005 0.0019301400000000001), :total-error 1, :amalgamated-error 1.013902252}
{:generation 170, :program (:in1 :string_iterate (:string_nth true :string_occurencesof_char true :string_contains 1 :string_contains_char :integer_mult :string_rest "" :string_butlast true :string_nth "" true :string_contains true :integer_subtract :string_rest 0 :string_contains :integer_eq :string_occurencesof_char :string_replace_char) :string_replace_char :boolean_and "b" :string_length :string_rest :string_take :string_take :integer_add :string_replace_char :exec_dup (:string_contains_char :string_reverse :string_drop :string_concat 1 :string_length :string_replace_char :string_parse_to_chars :string_iterate (:string_remove_char false :boolean_or false :exec_dup ()))), :runtime (0.003162496000000001 0.0019001799999999994 0.001870808000000001 0.0018393840000000003 0.0018286799999999985 0.0018572 0.001893951999999999), :total-error 1, :amalgamated-error 1.0143527}
{:generation 171, :program (:in1 :string_iterate (:integer_quot :integer_add :string_contains :string_indexof_char :integer_eq :string_contains_char 0 :boolean_eq :string_rest :integer_eq 1 false 1 :string_parse_to_chars false :string_butlast true :string_take :boolean_or :string_occurencesof_char :string_remove_char :string_length :string_concat :exec_dup (:string_butlast) true) :string_eq :boolean_and :string_reverse :string_parse_to_chars :string_remove_char :string_from_char true "a" :string_parse_to_chars :string_butlast false false false :string_butlast :string_length false :integer_add 1 :integer_mult :string_contains :string_remove_char ""), :runtime (0.0025305999999999996 0.0019047439999999997 0.0018255880000000006 0.0018308439999999999 0.0018977360000000014 0.001829267999999999 0.0019072839999999991), :total-error 1, :amalgamated-error 1.013726064}
{:generation 172, :program (:in1 :string_iterate (false :integer_quot :in1 :string_butlast :string_butlast true :integer_add :string_indexof_char :string_remove_char :integer_mult :string_eq true 1 :string_parse_to_chars :boolean_and :string_parse_to_chars :string_concat :string_butlast :string_butlast :string_contains :in1 :string_contains :string_occurencesof_char) 1 :string_concat :in1 :boolean_eq true :integer_add :string_length :string_parse_to_chars :string_remove_char :string_replace_char :string_contains_char false true false false false :string_drop :integer_subtract 1 :integer_mult false false :string_reverse), :runtime (0.003185700000000002 0.0031504960000000005 0.00318468 0.0032242559999999996 0.003192164 0.0031932280000000006 0.003187652), :total-error 0, :amalgamated-error 0.022318176000000002}
{:generation 173, :program (:in1 :string_iterate (:string_iterate (:integer_quot :string_eq :string_from_char :integer_add :string_take :string_contains :integer_eq :string_parse_to_chars :integer_eq :string_contains :integer_quot :string_indexof_char :string_concat :string_butlast :integer_add :string_drop :string_length :string_from_char true :string_nth "b" :string_reverse) :string_take) :integer_mult :boolean_or :string_indexof_char :string_eq :integer_eq :string_length "" :string_replace_char :integer_mult false "abcdefghijklmnopqrstuvwxyz" :integer_eq "abcdefghijklmnopqrstuvwxyz" :string_take :integer_subtract :string_drop false :string_contains_char :string_rest false "" false :string_remove_char :string_from_char :integer_quot :string_parse_to_chars), :runtime (0.003101787999999999 0.0018524799999999994 0.0018435479999999989 0.0018507159999999988 0.0018862519999999982 0.0018310520000000001 0.0018940320000000001), :total-error 1, :amalgamated-error 1.014259868}
{:generation 174, :program (:in1 :string_iterate (:integer_subtract :string_length :string_rest :string_remove_char :string_butlast :string_nth :boolean_eq "a" true true :boolean_not "" :integer_subtract "a" :integer_quot :string_parse_to_chars :string_take true true :string_drop :boolean_or "a" :string_concat :string_length :string_eq :string_butlast :string_contains_char true :string_nth) :string_replace_char :string_nth :string_parse_to_chars :integer_mult :boolean_or :boolean_and "b" false :integer_add false :boolean_and "a" 0 :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars :string_contains :string_contains_char false :integer_eq :in1), :runtime (0.00184732 0.0018754160000000004 0.0018345800000000006 0.0018329999999999998 0.0018840480000000001 0.0018215999999999987 0.0018228320000000001), :total-error 1, :amalgamated-error 1.012918796}
{:generation 175, :program (:in1 :string_iterate (:in1 "b" true "abcdefghijklmnopqrstuvwxyz" :string_rest :string_contains :string_occurencesof_char 1 :integer_eq :integer_quot :string_iterate (:integer_quot true true :string_contains :integer_mult :string_take :string_rest :string_occurencesof_char :string_butlast :string_parse_to_chars) :string_occurencesof_char :string_occurencesof_char :string_from_char "a" :integer_add 0 :integer_add :integer_subtract :string_occurencesof_char :string_contains :integer_mult :string_concat) :string_parse_to_chars :boolean_and false :integer_mult false "abcdefghijklmnopqrstuvwxyz" :in1 :string_drop :string_concat false "b" :string_drop false false false :exec_if (:string_butlast) ()), :runtime (0.003172132 0.003184104000000001 0.0019146640000000002 0.0018530279999999992 0.0019074879999999997 0.0018245880000000003 0.001889592000000001), :total-error 1, :amalgamated-error 1.015745596}
{:generation 176, :program (:in1 :string_iterate (:in1 "b" :in1 :string_parse_to_chars "" true :string_replace_char :string_replace_char :string_remove_char :integer_eq :integer_quot :string_remove_char :string_contains :string_butlast :string_remove_char :string_iterate (true :integer_mult :integer_add :exec_if ("" :integer_eq true true :string_concat :string_length :string_length :string_occurencesof_char :string_length :integer_quot :string_from_char) () :integer_add) :boolean_not 0 "" :string_parse_to_chars) false :string_take false :boolean_or :string_contains :in1 :integer_mult :string_concat :exec_if (:string_butlast :string_reverse false) ()), :runtime (0.003290856000000001 0.003251340000000001 0.003179495999999999 0.03750584 0.0032212280000000005 0.003186151999999996 0.0032415319999999997), :total-error 0, :amalgamated-error 0.056876444}
{:generation 177, :program (:in1 :string_iterate (:in1 "b" :in1 :string_parse_to_chars "" true :string_replace_char :string_replace_char :string_occurencesof_char :string_remove_char :integer_eq :integer_quot :string_remove_char :string_contains :string_butlast :string_remove_char :boolean_eq :string_iterate (true :integer_mult :string_butlast :integer_add :integer_eq :exec_if ("" :integer_eq true true :integer_quot :string_concat :string_length :string_length :string_occurencesof_char :string_length :integer_quot :string_from_char) () :integer_add) :boolean_not 0 :integer_quot "" :string_eq :string_parse_to_chars) false :string_take false :boolean_or :string_contains :in1 :integer_mult :exec_if (:string_reverse false) ()), :runtime (0.0031605920000000003 0.0032831439999999983 0.003205927999999998 0.0032001560000000026 0.0031994599999999995 0.09500330400000002 0.0018304640000000013), :total-error 0, :amalgamated-error 0.11288304800000003}
{:generation 178, :program (:in1 :integer_eq :string_iterate (:string_iterate (:string_take :string_drop :integer_quot :integer_add :integer_subtract true :string_nth :string_take :string_rest :string_occurencesof_char :string_length :string_contains :string_contains :integer_eq :string_concat true :string_eq :string_drop :string_occurencesof_char :integer_mult :string_replace_char) :boolean_not :boolean_not :string_take) :string_parse_to_chars 1 :string_reverse "a" :string_nth :string_indexof_char :string_drop 1 :string_take :integer_quot :string_take :boolean_and :string_rest :exec_dup ("abcdefghijklmnopqrstuvwxyz" :string_eq :string_occurencesof_char :boolean_and 0 false false false)), :runtime (0.003198988000000002 0.0031650999999999984 0.0023402520000000014 0.0018885279999999993 0.0018213800000000005 0.0018435919999999994 0.0018895319999999982), :total-error 1, :amalgamated-error 1.016147372}
{:generation 179, :program (:in1 :string_iterate (:string_contains :string_butlast :in1 :string_drop :string_butlast :string_occurencesof_char :integer_eq :integer_subtract :integer_add :string_indexof_char :string_length true :string_butlast "b" :integer_add true :integer_mult :string_from_char true :integer_eq :string_replace_char :string_reverse :string_indexof_char true :in1 :string_reverse :string_from_char) :string_rest true :string_replace_char 0 :boolean_not :string_contains_char :string_length true false :string_indexof_char false :integer_add :string_reverse :string_parse_to_chars :string_drop :string_eq :string_drop :integer_quot false :integer_mult :string_eq :boolean_or :string_length false), :runtime (0.003099996 0.0031681239999999987 0.003171112000000001 0.0031357239999999995 0.014574403999999994 0.0030449280000000006 0.0031784760000000017), :total-error 0, :amalgamated-error 0.03337276399999999}
{:generation 180, :program (:in1 :string_iterate (:integer_mult :string_contains :string_drop :integer_mult :integer_add :integer_quot :string_nth true :string_contains :integer_mult :string_butlast true :string_replace_char :string_concat "" :string_indexof_char true :string_drop "" :string_parse_to_chars 1 :string_length :string_reverse :string_reverse :boolean_or :string_occurencesof_char) "a" :integer_quot :string_replace_char :string_reverse "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars :string_reverse :string_eq :integer_eq :string_from_char false :integer_subtract 1 :string_rest false :string_indexof_char :string_parse_to_chars "" :boolean_and :string_parse_to_chars :string_take :boolean_and :integer_subtract :integer_eq false "" :string_take :integer_add), :runtime (0.003158728000000002 0.0031887439999999994 0.0020126239999999993 0.0018230160000000004 0.001887412 0.0018786919999999997 0.0018183279999999997), :total-error 1, :amalgamated-error 1.015767544}
{:generation 181, :program (:in1 :string_iterate (:integer_eq :string_take :string_drop :string_parse_to_chars true :string_rest :string_nth :string_take :string_indexof_char :integer_quot true :integer_subtract :string_remove_char :integer_eq :string_drop :string_drop :integer_add :string_length :string_drop :string_remove_char "abcdefghijklmnopqrstuvwxyz" :string_length true 1) "a" :string_indexof_char :integer_quot :string_contains "" :integer_eq :integer_add :string_take :string_contains :string_contains_char :string_eq :string_length :string_from_char :string_take :integer_eq :string_parse_to_chars false :boolean_and :in1 :string_reverse 1 0 :boolean_and :string_take), :runtime (0.003178292 0.003215 0.0020875599999999996 0.0018942599999999987 0.0018327479999999993 0.0018159239999999985 0.00189094), :total-error 1, :amalgamated-error 1.015914724}
{:generation 182, :program (:in1 :string_iterate (:string_eq :integer_quot :in1 :boolean_eq :string_nth true :integer_add :string_indexof_char :string_contains :string_indexof_char :integer_subtract :string_butlast :string_remove_char :string_concat 1 :string_remove_char :string_drop :string_indexof_char :string_eq "" :string_drop "" :string_contains :integer_quot :integer_quot :string_occurencesof_char :integer_quot :string_replace_char :integer_quot) :integer_add :string_length false :boolean_not :string_contains_char :string_contains :string_length :boolean_not :integer_eq :string_take :string_reverse false false "abcdefghijklmnopqrstuvwxyz" false :integer_eq :string_parse_to_chars :integer_add :string_remove_char), :runtime (0.0020288799999999994 0.002814980000000003 0.0032678640000000005 0.0032872600000000006 0.003306603999999999 0.0019457439999999988 0.0019018439999999993), :total-error 1, :amalgamated-error 1.018553176}
{:generation 183, :program (:in1 :string_iterate (:string_reverse :string_nth :string_take true :boolean_eq true :integer_mult :boolean_or :integer_eq true :string_contains :integer_eq :integer_eq :integer_mult :string_drop :boolean_or :string_butlast :string_concat 1 0 :string_length) :string_remove_char :integer_quot :string_occurencesof_char "" "abcdefghijklmnopqrstuvwxyz" :string_reverse :string_parse_to_chars :string_reverse :string_eq :string_indexof_char :string_contains :string_iterate (false :string_nth :string_parse_to_chars :boolean_or :string_take :exec_if (:string_take :string_take :integer_add) (false :string_parse_to_chars :string_parse_to_chars :string_indexof_char :string_drop :string_eq :string_indexof_char))), :runtime (0.0032275720000000006 0.003253480000000001 0.0028635119999999986 0.001843552 0.0018514079999999988 0.0018931919999999984 0.001841244), :total-error 1, :amalgamated-error 1.01677396}
{:generation 184, :program (:in1 :string_iterate (:string_take :string_take :string_from_char :string_concat :string_contains "" :string_contains :string_butlast true :boolean_eq :boolean_not :string_occurencesof_char :string_concat "b" :string_rest "" :string_replace_char :string_concat :string_contains true :string_butlast 1 "" :integer_add :integer_quot 0) :string_contains :in1 :string_from_char false :boolean_eq :string_from_char 0 :integer_eq :string_replace_char false true :string_contains_char :string_occurencesof_char :string_take :boolean_and :string_contains false false false false), :runtime (0.0019471280000000002 0.0018639639999999992 0.001846508000000001 0.0018509279999999993 0.0019041479999999977 0.0018262319999999997 0.001879088000000001), :total-error 1, :amalgamated-error 1.013117996}
